"","symbol","chromosome","length","num_transcript","b_cell, Mean_Control","b_cell, Mean_SLE","b_cell, LogFC","b_cell, Pvalue","b_cell, FDR","t_cell, Mean_Control","t_cell, Mean_SLE","t_cell, LogFC","t_cell, Pvalue","t_cell, FDR"
"91664","ZNF845","chr19","3933.6","5",39,134,2.16344968329156,6.62984867396651e-06,0.00025587037867421,27.6666666666667,131.666666666667,2.07446845480189,2.14624892484084e-05,0.00138743069385822
"91683","SYT12","chr11","3517.66666666667","3",0,0,0,1,1,0,0.333333333333333,1.88910257022605,1,1
"91687","CENPL","chr1","2452.33333333333","3",28,19,-0.184130501701008,0.798852226232136,1,27.3333333333333,15.6666666666667,-1.06784320626634,0.0711573697114109,0.366803568827981
"91689","SMDT1","chr22","1571","1",114.333333333333,148.333333333333,0.767919808792673,0.104564013411614,0.372249115605777,23.6666666666667,150.333333333333,2.38968851362615,2.02607131031591e-06,0.00023575365766836
"91694","LONRF1","chr8","3543.5","2",302,210.666666666667,-0.133055152333032,0.697600631243384,1,106,84,-0.493274042372945,0.321604812638775,0.835413797269425
"NA.119",NA,NA,NA,NA,24.6666666666667,25.3333333333333,0.38063512499025,0.571610703976641,1,27.6666666666667,19.6666666666667,-0.757604288546711,0.227330066789375,0.701461855518739
"91703","ACY3","chr11","1300","1",2,1.33333333333333,-0.208615111416365,1,1,0,0.333333333333333,1.88900726457414,0.999999999999998,1
"91734","IDI2","chr10","1359","1",22.6666666666667,34.6666666666667,0.955607422087791,0.103372140057504,0.369822063776307,24.6666666666667,22.6666666666667,-0.239419127877305,0.736427145782702,1
"91746","YTHDC1","chr4","4509.4","5",1208,888.333333333333,-0.0612484580647214,0.851623062840382,1,930.666666666667,786,-0.388725529176732,0.270404655948613,0.78017073558593
"91748","ELMSAN1","chr14","7712.4","5",1554,744.333333333333,-0.723044097831268,0.026173677112576,0.143253483951992,833.666666666667,407,-1.1792976434736,0.00127403362041213,0.0284269514997421
"91749","KIAA1919","chr6","3920","1",41.6666666666667,46.3333333333333,0.486945354083346,0.292696753882054,0.714521477742103,65.6666666666667,37.6666666666667,-1.0748931737031,0.0341153742495783,0.236571212615073
"91750","LIN52","chr14","1798","1",37.3333333333333,20.6666666666667,-0.498477333482771,0.35289874354508,0.794543422357691,10.6666666666667,24.6666666666667,0.981904180117315,0.121594865517404,0.493202887624528
"91752","ZNF804A","chr2","4685","1",8.66666666666667,2.66666666666667,-1.25535789330034,0.188371105122178,0.545245318209368,0.666666666666667,1.33333333333333,0.867797795765098,0.769857944292731,1
"91754","NEK9","chr14","5489.5","4",267.666666666667,197,-0.114468374218031,0.755028745119325,1,158,214,0.187077638074858,0.677296935467439,1
"91768","CABLES1","chr18","4432.33333333333","6",23.6666666666667,62.6666666666667,1.75011642330658,0.000307306773434412,0.00513030360930103,8,10,0.205520667494662,0.854975894381109,1
"91775","NXPE3","chr3","8753.5","2",120.333333333333,78,-0.269737589240993,0.478048524395975,0.946418142045353,117,168.333333333333,0.291485855271857,0.479990301290784,1
"91782","CHMP7","chr8","2962.66666666667","3",165,267,1.07637777940556,0.00268912980259813,0.0274119267481664,233.666666666667,314.666666666667,0.262555078963242,0.551712661287427,1
"91801","ALKBH8","chr11","3125.85714285714","7",40.6666666666667,36,0.147836363827982,0.793574397832226,1,29,60.6666666666667,0.919692374106852,0.0576107327899968,0.323798626635799
"91807","MYLK3","chr16","3973.83333333333","6",6.66666666666667,0.666666666666667,-2.76327638011079,0.0231718986545608,0.131718716533693,6,1,-2.87148321128186,0.038106692937569,0.251503309996128
"91828","EXOC3L4","chr14","2140.33333333333","3",0,0,0,1,1,0,0,0,1,1
"91833","WDR20","chr14","2313.5","24",180.333333333333,151.333333333333,0.123133707535178,0.713649616600575,1,171,147,-0.410832891573644,0.284013636904623,0.799221929630519
"91851","CHRDL1","chrX","3951.25","8",0,0.666666666666667,2.85107602447715,0.534171420331008,0.995484195295411,2.33333333333333,0.333333333333333,-2.65736477303412,0.253845224613931,0.750397634381894
"91860","CALML4","chr15","4494","5",95,74.6666666666667,-0.00436739273894605,1,1,128,97.6666666666667,-0.480879089030865,0.252303039423956,0.747307666217934
"91862","MARVELD3","chr16","2339.33333333333","3",1.66666666666667,1.33333333333333,0.030430047363003,1,1,2.66666666666667,0.666666666666667,-1.7911743112844,0.279539398284099,0.794024273998237
"91869","RFT1","chr3","2634","3",119,106,0.178537013035029,0.710110610932734,1,45.3333333333333,111.666666666667,1.07205878349635,0.016837542777254,0.151045254614822
"91875","TTC5","chr14","1876","1",8.33333333333333,11.6666666666667,0.837902703056623,0.203032753184509,0.569545515121988,2.33333333333333,11,2.04146279672625,0.027153493010488,0.204636039294066
"91893","FDXACB1","chr11","2961.33333333333","3",7.66666666666667,24.6666666666667,2.01919493049352,0.000348256441934755,0.00566360860706193,6,24.6666666666667,1.95106811910578,0.00338877099559541,0.054273868661679
"91894","C11orf52","chr11","1140","1",0,0,0,1,1,0,0,0,1,1
"91937","TIMD4","chr5","1327","2",6.33333333333333,0,-5.49894490946481,0.00351082710426161,0.0333485585185209,17.3333333333333,7.33333333333333,-1.46491478413979,0.0291078362789658,0.213385488095659
"91942","NDUFAF2","chr5","719","1",22,14.6666666666667,-0.247896541460331,0.688321311067312,1,7,10.3333333333333,0.379358164433518,0.618608502061598,1
"91947","ARRDC4","chr15","4067","1",47.3333333333333,53.6666666666667,0.622368074770491,0.322658988964276,0.752036886838177,13.6666666666667,31.3333333333333,1.21799126339825,0.131951095645869,0.516702994762015
"91948","LINC00923","chr15","1431","2",0,0,0,1,1,0,0,0,1,1
"91949","COG7","chr16","2838.33333333333","3",69.3333333333333,29.3333333333333,-0.878574764334927,0.045182456405612,0.211138368375041,48.6666666666667,44.3333333333333,-0.313565266773626,0.498628338791228,1
"91966","CXorf40A","chrX","1877.625","8",102,36.6666666666667,-1.0392402450311,0.0643378659371971,0.269735613854418,70.6666666666667,27,-1.60530922832912,0.0120642533364609,0.123194077949153
"91975","ZNF300","chr5","3242","5",59,72,0.716499089779062,0.196391378573698,0.5591169355344,25,39.3333333333333,0.60794868305925,0.288288132504634,0.803835791564507
"91977","MYOZ3","chr5","3663","2",5,1.33333333333333,-1.55839066776252,0.189146284940435,0.546876921746031,21.6666666666667,1.33333333333333,-4.11879769986748,9.4220517744021e-07,0.000128982346408168
"91978","TPGS1","chr19","1114","1",0.333333333333333,0.333333333333333,0.238411573287004,1,1,0,0,0,1,1
"92002","FAM58A","chrX","1224.5","4",12.6666666666667,21.3333333333333,1.03508016851581,0.111792817586637,0.38801527977274,5.66666666666667,14,1.11688514116332,0.209561725647108,0.669814651731837
"92014","SLC25A51","chr9","2941","3",76,66.6666666666667,0.146057324426387,0.730355313939777,1,55.3333333333333,75,0.236527859355293,0.613362734684243,1
"92017","SNX29","chr16","6819.6","5",462.333333333333,579.666666666667,0.71777447961249,0.0561425029591252,0.244855383970158,164.666666666667,145.666666666667,-0.363642586845114,0.352024172453598,0.873796531964891
"92070","CTBP1-AS2","chr4","2930","1",45.6666666666667,31.3333333333333,-0.189992813054952,0.714487494552124,1,29.3333333333333,49.3333333333333,0.502169779837187,0.348816527211426,0.868570321128217
"92092","ZC3HAV1L","chr7","1190.66666666667","3",5.33333333333333,2,-1.05806945093364,0.402052105541191,0.856435386741839,3.33333333333333,1.66666666666667,-1.09584947224229,0.452001618193393,0.991888888127926
"92104","TTC30A","chr2","4669","1",7,12.3333333333333,1.19358366739601,0.0629249119409107,0.265914027726326,1.66666666666667,5.33333333333333,1.57158530536456,0.129600234674335,0.511377023388682
"92105","INTS4","chr11","2641","2",219.333333333333,159,-0.0824130816000486,0.822233061966634,1,207,153.333333333333,-0.618897429997028,0.10783553641404,0.460584656036845
"92106","OXNAD1","chr3","3537.75","4",182.666666666667,521.666666666667,1.86980268665114,2.11713327884233e-06,0.000103075158295437,510.666666666667,1186.33333333333,1.01134088233973,0.00803111257331187,0.0944162973003022
"92126","DSEL","chr18","9281","1",44,11.6666666666667,-1.52640994307182,0.0275308003814023,0.148492602026242,26.3333333333333,15.3333333333333,-0.833734650521028,0.150045743255599,0.554440224999095
"92140","MTDH","chr8","6100","4",884,640,-0.107074034100932,0.727051362260221,1,248,554,0.979958338478868,0.0071308305984413,0.0883175570446653
"92154","MTSS1L","chr16","4828.75","4",8.33333333333333,9,0.44264064812007,0.570801698439955,1,14.6666666666667,8.66666666666667,-0.869348469685606,0.208749436341161,0.668687802137854
"92162","TMEM88","chr17","874","3",314.333333333333,130.333333333333,-0.915396421007516,0.00712054765166078,0.0563323411949754,289.666666666667,53.3333333333333,-2.53643132619288,1.73119596148267e-06,0.000207672125853735
"92170","MTG1","chr10","1614","1",28.6666666666667,19.6666666666667,-0.179978443197985,0.742650929134566,1,26.3333333333333,16.3333333333333,-0.971590452389971,0.128029181391727,0.507926203434756
"92181","UBTD2","chr5","2927.5","2",126.666666666667,28.3333333333333,-1.83617973461972,0.000100310523758716,0.00215130800612788,27,11.3333333333333,-1.41363023909298,0.0263681433133337,0.201235270051508
"92196","DAPL1","chr2","544","1",0,0,0,1,1,0,0.333333333333333,1.88898192843185,0.999999999999999,1
"92211","CDHR1","chr10","4745","2",7.66666666666667,1.66666666666667,-1.80051116721779,0.0713627727267451,0.288175333488949,8.66666666666667,3.33333333333333,-1.44165675130018,0.116289293514821,0.480519254026441
"92235","DUSP27","chr1","4083.5","2",0.333333333333333,0,-1.74724373832072,0.999999999999996,1,0.333333333333333,0.333333333333333,-0.100120621347131,1,1
"92241","RCSD1","chr1","4166.5","2",735,1008.66666666667,0.770638979346749,0.0441138912617781,0.207817505555486,166,196.333333333333,0.0374641317037394,0.935723025057855,1
"NA.120",NA,NA,NA,NA,48.6666666666667,17.6666666666667,-1.07861520033936,0.0309945146443963,0.162309708551843,19.3333333333333,19.3333333333333,-0.0490780005498253,0.965299738120517,1
"92255","LMBRD2","chr5","2780","2",46.6666666666667,37.6666666666667,0.0411423440929334,0.945590028651922,1,16.6666666666667,47.3333333333333,1.31792279251459,0.0142752407233184,0.136223634063026
"92259","MRPS36","chr5","1329","1",23.3333333333333,15.6666666666667,-0.209575714760282,0.744196314844084,1,6.66666666666667,22,1.5609407641678,0.0168023316405206,0.150857971426773
"92270","ATP6AP1L","chr5","758","1",0.666666666666667,0.333333333333333,-0.534625816630774,0.999999999999992,1,0.333333333333333,1,1.11866663566788,0.675650984092907,1
"92283","ZNF461","chr19","2454","3",21,44.6666666666667,1.44547097489485,0.0021390979937883,0.0230361353592973,21,34.6666666666667,0.451486900863293,0.457451055561391,0.998477078137866
"92285","ZNF585B","chr19","6210","1",69,125.333333333333,1.19711350856637,0.0119494376949641,0.082109407743508,24,69.3333333333333,1.2569198542239,0.0193920505982351,0.166897855592503
"92292","GLYATL1","chr11","2217","3",0.333333333333333,1,1.56813392546278,0.674633173964568,1,0,0,0,1,1
"92293","TMEM132C","chr12","4947","1",0,0,0,1,1,0,1.66666666666667,3.93080010318471,0.147990395959064,0.550358435778517
"92304","SCGB3A1","chr5","466","1",0.333333333333333,0,-1.74756955152093,1,1,0,0.333333333333333,1.88910650399273,1,1
"92305","TMEM129","chr4","2601","5",20.6666666666667,52.3333333333333,1.66587706615737,0.00100691883185144,0.0128611498654482,19.3333333333333,30,0.413893037272896,0.48957363769199,1
"92312","MEX3A","chr1","6124","1",14.3333333333333,2.66666666666667,-2.02668521055206,0.0153639906808621,0.0984988405303092,8.33333333333333,1,-3.1183574955332,0.00134359192789534,0.029553942671059
"92335","STRADA","chr17","2061.64285714286","14",93.3333333333333,67,-0.148140045009693,0.714811222907585,1,81.3333333333333,62.6666666666667,-0.595390052619829,0.17741978611779,0.611057164796981
"NA.121",NA,NA,NA,NA,100.333333333333,54,-0.562771389559481,0.22524324908676,0.607528483904618,59,92.6666666666667,0.336070767293577,0.524920956269978,1
"92342","METTL18","chr1","1433.33333333333","3",5,26.6666666666667,2.73881163999435,1.44485202566956e-05,0.000476269069991246,7,35,2.13859032811202,0.00231717412662261,0.0432787129010926
"92344","GORAB","chr1","2345.2","5",73,321,2.55920025390516,1.3827860609446e-07,1.13710944206017e-05,45.3333333333333,191,2.02494134726339,3.14238386119687e-05,0.00183282098290159
"92345","NAF1","chr4","1374.33333333333","6",278,62.6666666666667,-1.79299734109978,9.65960690065006e-07,5.42991236212387e-05,216.666666666667,86.6666666666667,-1.53411532484575,0.000417317155673194,0.0125152124314775
"92346","C1orf105","chr1","890.2","5",0.333333333333333,0,-1.74755633870982,0.999999999999994,1,0,0,0,1,1
"92359","CRB3","chr19","1104.33333333333","3",1.33333333333333,0.333333333333333,-1.40964708901603,0.45952219055789,0.927687530730425,0,2,3.87179930327064,0.136574911984091,0.525177024404125
"92369","SPSB4","chr3","2409","1",0,0,0,1,1,0,0.333333333333333,1.89407125158282,1,1
"NA.122",NA,NA,NA,NA,16.3333333333333,5,-1.33557719925036,0.0424697286578458,0.201746381981096,20.3333333333333,21.3333333333333,-0.0196480712327319,1,1
"92399","MRRF","chr9","1800.14285714286","7",72.3333333333333,110.666666666667,0.976714087587049,0.006490455979436,0.052592580624455,46.6666666666667,86.3333333333333,0.704927873929321,0.103371008722991,0.450327614189713
"92400","RBM18","chr9","3111.75","4",82,114,0.836314134134855,0.0252220334894246,0.139329292800097,50.3333333333333,106,0.981450287177621,0.0247216498877756,0.192996389194336
"92421","CHMP4C","chr8","1847","1",1,3,1.78207703617932,0.196253949461513,0.559019208250273,0,0,0,1,1
"92482","BBIP1","chr10","2178","5",358.333333333333,376,0.434494063790633,0.163029656907475,0.49483311034367,440,716.666666666667,0.469880567475495,0.288759936094863,0.804792962011934
"92483","LDHAL6B","chr15","1773","1",3.33333333333333,1.33333333333333,-0.937869441195962,0.441695407691486,0.907169316723702,0.333333333333333,0,-1.94623683915669,1,1
"92521","SPECC1","chr17","4286.18181818182","11",475.333333333333,169.333333333333,-1.13152669635873,0.00278720253427764,0.0281404674089845,75.6666666666667,74,-0.029395714092122,0.97508701799968,1
"92552","ATXN3L","chrX","1753","1",0,0,0,1,1,0,0.333333333333333,1.89413598520601,0.999999999999999,1
"92558","CCDC64","chr12","2398.14285714286","7",19.3333333333333,21.6666666666667,0.587867544835972,0.431785285374865,0.895053008233867,114,114,0.0154677334226609,0.972365590525459,1
"92565","FANK1","chr10","1198.29411764706","17",2,0,-3.93030864797952,0.0917904894039576,0.341292262247788,0.666666666666667,5,2.48830455725972,0.070081095147099,0.363478325443122
"92579","G6PC3","chr17","1454","4",39.6666666666667,25.6666666666667,-0.275678770258462,0.564148842767149,1,19.6666666666667,15.6666666666667,-0.59207698760175,0.425420355446592,0.961935967870214
"92591","ASB16","chr17","2139","1",1,2.66666666666667,1.59173368038094,0.312992962272263,0.737329889269379,2.33333333333333,2.33333333333333,-0.233244489556686,0.999999999999994,1
"92595","ZNF764","chr16","2794.5","2",35.3333333333333,47,0.760039484138971,0.098092928319191,0.357416412688933,44,67,0.355489059148072,0.501079212613093,1
"92597","MOB1B","chr4","6039","5",278.333333333333,127.666666666667,-0.77458194933214,0.0300807072699507,0.158666867539957,116.333333333333,116,-0.0151503204828949,0.992729375454133,1
"92609","TIMM50","chr19","2572","1",35.6666666666667,41,0.546419012156593,0.231342703938075,0.618899269297753,15,31.3333333333333,0.992463393313344,0.129792945618234,0.51138962933535
"92610","TIFA","chr4","3073","1",325,100.666666666667,-1.336257964606,0.000545600027388241,0.00803112197177681,143.333333333333,57,-1.44157307488859,0.000339696896846421,0.0108290946241165
"92659","MAFG-AS1","chr17","1895","1",1,0.333333333333333,-1.02880000709155,0.724632548068979,1,1.33333333333333,0,-3.6102513244801,0.211012413612585,0.672051579251687
"92667","MGME1","chr20","1927.2","5",47,36.3333333333333,-0.0242834629430634,0.978409967750555,1,28.6666666666667,24.6666666666667,-0.294455675299838,0.600154958331454,1
"92675","DTD1","chr20","1845","3",136.666666666667,152.333333333333,0.506519213446879,0.138675539819132,0.445753751750118,51,111,0.913604654976581,0.0660850161828243,0.351125684156778
"92689","FAM114A1","chr4","3860.4","5",7.66666666666667,3.66666666666667,-0.682400120607515,0.477684164863607,0.946076427056865,0.666666666666667,2.33333333333333,1.69701825447734,0.296340039550268,0.815565917740521
"92691","TMEM169","chr2","3430.2","5",0.333333333333333,1.66666666666667,2.27614051097205,0.18992692132978,0.54838453017204,1,3.66666666666667,1.40400309364354,0.372656061328636,0.900285670013496
"92703","TMEM183A","chr1","2802.33333333333","3",92.6666666666667,158.666666666667,1.15113258009896,0.00582071213870899,0.0484130138999413,85.3333333333333,159.333333333333,0.822232064788302,0.0426735398123621,0.269570743353228
"92714","ARRDC1","chr9","2231.5","6",26.6666666666667,19,-0.130105922792694,0.829248729281784,1,22,16.6666666666667,-0.511819752328019,0.402797149655142,0.933654907049249
"92715","DPH7","chr9","2141.125","8",17.6666666666667,47.6666666666667,1.7638382143229,0.00145763709736386,0.0171497120980039,40.6666666666667,37.6666666666667,-0.287147992505116,0.606839649465634,1
"92736","OTOP2","chr17","2147","1",0,0,0,1,1,0.333333333333333,0,-1.98628521650109,1,1
"92737","DNER","chr2","3208.5","2",2.33333333333333,1,-0.804600774489777,0.858781021497939,1,0.333333333333333,0,-1.89810101567999,0.999999999999998,1
"92745","SLC38A5","chrX","1744.25","8",2.66666666666667,2,-0.020683229695445,1,1,1.33333333333333,4.66666666666667,1.56672435490802,0.160447011530734,0.577397695486127
"92747","BPIFB1","chr20","1727","1",0,0,0,1,1,0.333333333333333,0,-1.98622117262382,0.999999999999999,1
"92749","DRC1","chr2","2214.66666666667","3",0,0,0,1,1,0,0,0,1,1
"92797","HELB","chr12","3299.33333333333","3",386.666666666667,113,-1.41793910580874,0.000442213058837449,0.00683345438596622,551.333333333333,434.333333333333,-0.551954821541726,0.171815157267173,0.59875446839198
"92799","SHKBP1","chr19","2384","3",121.666666666667,68.6666666666667,-0.485569954432674,0.205574541034207,0.57272864939409,57.3333333333333,53,-0.269901011767005,0.571577665217657,1
"92806","CENPBD1","chr16","3058","1",17,13,-0.0521371380084117,0.957451204023818,1,9.66666666666667,9.66666666666667,-0.239249167833266,0.773074953771121,1
"92815","HIST3H2A","chr1","496","1",4,2.33333333333333,-0.350761993808827,0.879636936304459,1,2.66666666666667,1.33333333333333,-1.31416510727069,0.395158868495102,0.930312310330603
"92822","ZNF276","chr16","3264.90909090909","11",190.333333333333,156.666666666667,0.0461625394257038,0.907476357623783,1,228.666666666667,271,0.0678775624409485,0.868630623417021,1
"92840","REEP6","chr19","1119","2",0.333333333333333,0.333333333333333,0.26199345329409,1,1,0,0.666666666666667,2.4553238245303,0.579663498051722,1
"92856","IMP4","chr2","1072","2",52,103.333333333333,1.38665725108836,0.00263428694500686,0.026987957732181,31,69.3333333333333,0.939071057506057,0.0594534622425701,0.330185041671481
"92906","HNRNPLL","chr2","3710.2","5",52,7,-2.50110341563266,1.73712688068809e-05,0.000543365816765769,132.666666666667,80.6666666666667,-0.793793275219764,0.123115731953682,0.497076563849078
"92912","UBE2Q2","chr15","2797","6",170.333333333333,156,0.252126884775622,0.496002885178015,0.96861451236576,149.333333333333,174.666666666667,0.012829396155922,0.984461544022617,1
"92922","CCDC102A","chr16","2429","1",8.33333333333333,2.66666666666667,-1.24609775559727,0.178549868862488,0.526843229132474,2.66666666666667,2.33333333333333,-0.313543498712525,0.851252692438885,1
"92935","MARS2","chr2","3087","1",42.3333333333333,89.3333333333333,1.43916942937351,0.00155843941094859,0.0180437820754207,66,81.3333333333333,0.0800336723541237,0.878771962176956,1
"92949","ADAMTSL1","chr9","4863","2",0,0,0,1,1,0,0.333333333333333,1.88905331058721,0.999999999999997,1
"92960","PEX11G","chr19","1058","5",4.33333333333333,1.33333333333333,-1.28871599079205,0.271875000406804,0.687725544507298,2.66666666666667,0,-4.64614931342044,0.0357390857643749,0.242625438713108
"92973","LINC00950","chr9","5245","1",1,2,1.22705313037695,0.54791988517415,1,3.66666666666667,1.66666666666667,-1.30415023904161,0.199083152624436,0.650867861599475
"92979","MARCH9","chr12","2985","1",46.6666666666667,36.6666666666667,0.0147473320653913,1,1,64.6666666666667,21,-1.88493593165507,0.00298312338260462,0.0503431815518308
"92999","ZBTB47","chr3","5472.33333333333","3",3,1.66666666666667,-0.421184895785322,0.857184630054234,1,1.33333333333333,2,0.625670729405796,0.698590475275511,1
"93010","B3GNT7","chr2","3579.5","2",202.666666666667,72.6666666666667,-1.14561220247138,0.00541400160885565,0.0457829380237241,40.3333333333333,13,-1.64710997667939,0.0335976087478003,0.234307327173751
"93034","NT5C1B","chr2","2835.2","5",1.33333333333333,2.66666666666667,1.26172634449496,0.229478270808822,0.615732898953898,2.66666666666667,4,0.298033351922808,0.870796757021916,1
"93035","PKHD1L1","chr8","14017","1",6.33333333333333,13.6666666666667,1.43578517633227,0.0543625443277386,0.240061694799835,2.66666666666667,14.3333333333333,2.48259636850055,0.0209176767106533,0.174604079056788
"93058","COQ10A","chr12","1532","2",120.333333333333,60.6666666666667,-0.613576301207092,0.12322921515863,0.413345387023873,154.333333333333,63,-1.4918149640217,0.0015400407402576,0.0327429096235694
"93081","TEX30","chr13","1252","5",45,22.3333333333333,-0.601795610025543,0.31325941888552,0.737722444475188,11.3333333333333,35.3333333333333,1.45434030155522,0.0124193441031883,0.124740170897453
"93082","NEURL3","chr2","1640","3",13,0.333333333333333,-4.53493728138973,2.29536753208458e-05,0.000669395904845517,0.333333333333333,0.666666666666667,0.780668937757451,1,1
"93099","DMKN","chr19","1161.70454545455","44",2,0.333333333333333,-1.88485030405547,0.364410920571364,0.809832977801451,0,0.333333333333333,1.89408142337811,0.999999999999996,1
"NA.123",NA,NA,NA,NA,26,5.33333333333333,-1.92826965157907,0.0137451975944576,0.0911853587281118,12.3333333333333,3.66666666666667,-1.83567331842955,0.0280586558475693,0.208939045008958
"93107","KCNG4","chr16","2763","1",0,0,0,1,1,0,0.333333333333333,1.89410948999038,1,1
"93109","TMEM44","chr3","2294.88888888889","9",12.3333333333333,4,-1.18528263319625,0.171771698107528,0.512296489405873,3,2.33333333333333,-0.397047310178036,0.858992483110375,1
"93129","ORAI3","chr16","2188","1",26.6666666666667,20.3333333333333,-0.01597660755695,1,1,5,5.66666666666667,0.128669111393555,0.909905736787541,1
"93134","ZNF561","chr19","2298.2","5",65,103.666666666667,1.03248444369792,0.00617348790270678,0.0504989140498391,43.6666666666667,112.333333333333,1.14661566076906,0.00993774467732628,0.108782311444373
"93145","OLFM2","chr19","1927","2",3,0.333333333333333,-2.49654149318079,0.0966780357470394,0.354146269149237,4,4.66666666666667,-0.0462639390255003,0.999999999999999,1
"93164","HTR7P1","chr12","4389","1",12,4.33333333333333,-1.11830509344234,0.166082905083353,0.501590035577997,15,9.33333333333333,-0.806009537434039,0.317502845901124,0.831776753718666
"93166","PRDM6","chr5","6028","2",0,0,0,1,1,0,0.333333333333333,1.88904813159369,1,1
"93183","PIGM","chr1","4322","1",13.3333333333333,11.6666666666667,0.16469843781283,0.7922199242063,1,17,37.3333333333333,0.829515262680648,0.193929216550707,0.641068285165917
"93185","IGSF8","chr1","2226.25","4",9,3.33333333333333,-1.03737508795613,0.290371470405556,0.711019029806198,17,11.6666666666667,-0.822143555272125,0.218185744445821,0.683501234950698
"93190","C1orf158","chr1","1019","1",0,0,0,1,1,0,0,0,1,1
"93210","PGAP3","chr17","2687","1",21.3333333333333,32.3333333333333,0.942883439966841,0.0800314540181265,0.311349381128358,17,38.3333333333333,0.875747119404141,0.153815229667385,0.563271129003836
"93233","CCDC114","chr19","2625.85714285714","7",1.66666666666667,0.666666666666667,-0.818839711896194,0.746558727696947,1,3.33333333333333,0.333333333333333,-3.03878081729265,0.0350933738042711,0.240062608810405
"93323","HAUS8","chr19","1454.33333333333","3",74.3333333333333,26.3333333333333,-1.21622914332001,0.0243348390690496,0.13623295040051,16.3333333333333,23.6666666666667,0.374131989416198,0.577865252854137,1
"93343","MVB12A","chr19","1193","1",2.66666666666667,0.333333333333333,-2.36101976261162,0.179219890939598,0.528238977205868,1.66666666666667,1,-0.734670962409149,0.778189302002996,1
"93349","SP140L","chr2","2118.14285714286","7",264.333333333333,256,0.325019809659662,0.334824158260873,0.769659009388289,137.666666666667,192,0.260919655219527,0.509793310224992,1
"93380","MMGT1","chrX","3648","1",150.333333333333,150.666666666667,0.3914426198556,0.263069496369534,0.672435197765641,42.6666666666667,117.333333333333,1.30263183158773,0.00263974182945727,0.046913961668309
"93426","SYCE1","chr10","1379.66666666667","3",0,0,0,1,1,0,0,0,1,1
"93429","DKFZp434J0226","chr19","1635","1",0,0.333333333333333,2.03415771418777,1,1,0,0,0,1,1
"93432","LOC93432","chr7","1591","1",0,0.333333333333333,2.03416842137938,1,1,0,0,0,1,1
"93436","ARMC6","chr19","2369","4",4,5.66666666666667,0.847945898731266,0.37094356279649,0.819169726747638,4.66666666666667,4,-0.302968281772926,0.805554177143009,1
"93474","ZNF670","chr1","4196.5","2",53.3333333333333,24.6666666666667,-0.729651150540034,0.195195890263238,0.557163640519107,9.66666666666667,9.33333333333333,-0.149721981785585,0.87765639737776,1
"93487","MAPK1IP1L","chr14","6469","1",1861.33333333333,2172.66666666667,0.585865395326421,0.0611846558206928,0.260211248626638,698.666666666667,1514.33333333333,0.939253865755822,0.00794363445285529,0.0939828474767913
"93492","TPTE2","chr13","1681.42857142857","7",0,0,0,1,1,0.333333333333333,0.333333333333333,-0.0655779157523797,1,1
"93517","SDR42E1","chr16","2877.5","2",8.33333333333333,12.3333333333333,0.881372618749138,0.175495694033783,0.520272075357224,7,30.6666666666667,1.93138525603395,0.0138844617809606,0.134156713631638
"93550","ZFAND4","chr10","3110.53846153846","13",96,70,-0.0693736846639619,0.88314382268237,1,64,116.333333333333,0.573741453538732,0.240006241897043,0.726428026409351
"93556","EGFEM1P","chr3","3855","1",0,0,0,1,1,0,0.333333333333333,1.88903320069871,1,1
"93587","TRMT10A","chr4","3354.66666666667","6",15.6666666666667,17.6666666666667,0.497789838797524,0.392609545719133,0.849039660567284,8,11.6666666666667,0.372398163398537,0.662932095870012,1
"93589","CACNA2D4","chr12","5304.5","2",40,13.6666666666667,-1.21184546642661,0.0285203704716137,0.1524755482691,39,13.3333333333333,-1.59170973898894,0.00651396770466115,0.0831558181145772
"93594","TBC1D31","chr8","3335.83333333333","6",43,22.3333333333333,-0.552181473061281,0.295608170143033,0.718458270858585,34.3333333333333,54.3333333333333,0.489693218164091,0.296056705256828,0.815048848488984
"93611","FBXO44","chr1","2109.28571428571","14",13.3333333333333,17.6666666666667,0.77909812378948,0.222479335573222,0.603653853032532,26.6666666666667,23.6666666666667,-0.343307041986412,0.541941050466625,1
"93621","MRFAP1","chr4","2120.33333333333","3",1260.66666666667,717,-0.421195806097675,0.20368006866534,0.570539547181004,501,853.666666666667,0.614422286979632,0.0811642028722562,0.394052996377522
"93622","LOC93622","chr4","1668","1",48.6666666666667,50.6666666666667,0.426578686499424,0.347369272582419,0.78683839902064,58.3333333333333,98,0.579272361615316,0.268170699935316,0.776420568411878
"93624","TADA2B","chr4","4312","1",182.666666666667,215.666666666667,0.622280660307256,0.098655619020044,0.358338174977276,108,179,0.501592816579945,0.213084750508803,0.676302731995386
"93627","TBCK","chr4","3127.5","6",121.333333333333,73,-0.379101503794742,0.320900370270227,0.749648004108486,101.666666666667,60.3333333333333,-0.974062735703396,0.027568050832858,0.206489758282031
"93643","TJAP1","chr6","2682.56666666667","30",68.3333333333333,139.666666666667,1.39026831085022,8.72608249444585e-05,0.00193403230295946,59.6666666666667,92,0.451002321818776,0.297215525084567,0.816632387467053
"93649","MYOCD","chr17","8507.75","4",0,0,0,1,1,0,0.333333333333333,1.88901828403451,1,1
"93650","ACPT","chr19","1347","1",0,0.333333333333333,1.98396036649198,0.999999999999996,1,0,0,0,1,1
