"","ND410-B","ND422-B","ND426-B","SLE1077-B","SLE1169-B","SLE985-B","ND410-T","ND422-T","ND426-T","SLE1077-T","SLE1169-T","SLE985-T"
"712",2,0,2,1,0,0,0,0,1,0,0,0
"713",5,7,18,2,0,0,0,0,0,1,0,0
"714",2,1,2,0,0,0,0,0,0,0,0,1
"715",3,1,0,0,1,2,0,1,0,3,4,0
"716",3,0,1,3,8,4,5,4,1,0,7,6
"717",8,14,8,1,0,1,1,5,2,4,6,3
"718",48,54,3,13,3,7,6,10,0,9,2,18
"719",350,735,295,68,63,25,44,167,140,137,27,93
"720",4,0,0,0,0,0,0,0,3,0,0,0
"721",0,0,0,0,2,0,0,0,9,0,0,0
"722",0,1,5,2,0,0,0,0,0,1,0,0
"725",0,0,4,5,0,6,2,1,7,10,4,8
"726",8,17,3,2,2,4,17,8,1,9,3,5
"727",33,23,41,2,12,15,4,17,5,6,14,3
"728",1992,1952,951,538,218,150,131,304,496,663,45,444
"729",0,0,0,0,0,0,0,0,0,0,0,0
"730",0,0,0,0,0,0,0,0,0,0,0,0
"731",0,0,0,0,0,0,0,0,0,1,0,0
"732",0,0,0,0,0,0,0,0,0,0,0,0
"733",0,0,0,0,0,2,0,1,0,0,1,0
"734",85,110,170,46,57,39,38,38,52,61,62,61
"735",0,0,0,0,0,1,0,0,0,0,0,0
"738",121,92,180,69,77,120,62,46,34,53,140,69
"740",57,60,51,84,111,82,47,45,8,57,193,75
"741",1,2,4,1,1,2,2,0,2,1,2,5
"744",0,6,14,4,0,0,2,6,0,3,0,0
"745",7,1,28,2,2,4,7,6,21,8,4,2
"746",27,38,37,18,28,18,2,12,4,22,33,18
"747",8,16,26,4,3,0,6,7,0,11,1,2
"750",1,0,2,1,1,1,1,0,0,2,1,0
"752",670,635,513,774,794,625,453,340,390,340,378,302
"753",533,981,704,683,966,587,369,205,158,191,187,161
"754",405,509,478,160,174,135,202,210,140,188,368,193
"755",62,36,39,51,95,42,57,45,29,19,57,22
"757",280,289,340,219,288,184,262,252,142,176,577,184
"758",0,0,0,0,0,0,0,0,0,0,0,0
"759",3,0,1,24,1,22,2,0,0,43,0,11
"760",75,90,45,28,26,38,4,22,7,34,0,18
"761",2,0,1,1,0,0,1,0,0,0,0,0
"762",0,0,0,1,1,0,0,0,0,4,0,0
"763",1,0,0,0,4,0,0,0,0,0,0,0
"765",0,0,0,0,0,0,0,8,0,11,16,8
"766",0,0,1,0,0,0,0,0,0,0,0,0
"767",14,104,287,9,5,5,1,5,3,2,0,2
"768",0,0,1,1,0,2,0,1,0,1,0,1
"770",12,8,8,9,3,8,5,3,2,5,14,10
"771",3,4,1,0,1,3,23,8,45,0,0,1
"773",1,3,1,1,2,1,0,1,0,0,0,0
"774",0,0,0,1,1,0,0,0,0,0,0,0
"775",2,4,3,1,2,1,2,1,7,4,5,1
"776",7,32,21,1,2,0,0,6,5,3,0,6
"777",2,0,1,2,1,0,0,0,0,5,0,1
"778",4,5,14,8,16,21,7,5,3,4,7,1
"779",0,0,0,0,0,0,0,0,1,0,0,0
"780",18,4,0,13,21,16,2,3,1,2,4,1
"781",0,0,0,0,0,0,0,0,1,0,0,0
"782",18,14,33,8,4,2,47,46,48,9,15,10
"783",122,139,58,15,31,10,86,89,49,11,32,10
"784",6,4,3,2,2,0,23,15,5,1,6,10
"785",2,3,2,3,1,3,3,1,0,3,0,4
"786",0,0,1,0,0,0,0,0,0,0,1,0
"788",18,22,12,6,23,11,12,12,4,10,19,13
"790",58,19,95,49,90,47,51,31,77,21,113,34
"793",0,0,2,0,6,2,0,0,0,1,1,3
"794",0,0,0,0,0,0,0,1,0,0,0,0
"796",3,5,11,5,7,1,1,1,0,0,0,1
"797",0,0,0,0,0,0,2,1,3,0,0,0
"799",0,0,0,0,0,0,0,0,0,0,0,0
"800",10,0,0,4,11,5,4,2,2,12,3,18
"801",3351,3231,4242,2647,2300,2781,1925,1278,1262,2165,5246,2325
"805",1033,979,907,559,721,627,355,272,397,560,985,391
"808",209,167,302,232,154,187,73,42,98,168,211,192
"810",0,0,3,0,0,0,0,0,0,0,0,0
"811",1154,990,1638,773,628,748,427,379,591,278,423,341
"813",307,325,279,180,248,145,262,161,142,189,346,195
"814",13,57,97,13,15,15,355,264,155,198,598,201
"815",0,0,0,6,6,4,0,0,0,5,0,1
"816",0,0,0,0,0,2,0,0,0,0,0,0
"817",792,295,553,447,414,636,257,214,213,163,299,187
"818",121,142,100,83,98,121,132,115,110,65,91,69
"819",85,84,78,53,66,41,63,28,15,49,104,53
"820",29,66,2,5,3,2,1,3,0,9,1,1
"821",2488,3366,2681,1344,1317,1161,788,816,690,1082,1666,1062
"822",128,122,73,39,27,20,15,22,15,18,2,12
"823",107,94,166,25,42,28,27,35,62,29,39,29
"824",1394,1330,813,251,261,231,562,487,329,394,485,586
"825",129,84,91,79,85,108,43,49,42,26,52,32
"826",958,1704,843,434,324,370,232,263,236,314,244,440
"828",16,6,2,8,10,9,11,13,2,3,21,4
"829",1325,1200,1284,778,955,766,721,436,262,760,1549,670
"830",490,523,397,413,353,331,125,106,185,361,398,399
"831",1583,1175,798,842,914,673,864,538,464,1140,1891,778
"832",473,502,317,156,191,130,129,145,154,118,421,227
"833",83,82,97,83,127,53,83,46,42,41,103,40
"834",544,610,387,54,23,43,86,128,160,73,55,78
"835",307,281,411,290,317,243,348,253,140,129,343,177
"836",462,601,690,226,254,231,290,212,128,226,399,249
"837",331,351,357,152,144,177,72,73,179,127,166,168
"838",14,17,5,0,1,1,4,2,0,1,0,3
"839",9,18,15,5,19,8,47,27,73,15,70,9
"840",91,64,67,76,69,135,28,21,10,51,31,44
"841",255,246,506,259,232,232,601,325,319,286,543,321
"842",324,85,201,239,274,348,22,44,22,66,44,58
"843",283,340,525,62,142,101,231,174,259,69,128,61
"844",3,1,3,1,0,2,4,0,3,0,5,0
"845",0,0,0,0,0,0,0,0,0,1,0,0
"846",1,3,0,1,0,0,0,0,0,1,0,2
"847",401,473,312,70,53,61,72,93,86,58,55,78
"857",5,5,1,12,22,8,0,1,1,3,2,0
"858",1,6,9,1,0,1,0,0,2,0,0,0
"859",0,0,0,0,0,0,0,0,0,0,0,0
"860",98,430,562,51,37,42,180,150,116,216,448,195
"861",1027,1921,2580,422,317,294,563,528,579,331,241,312
"862",0,0,0,0,0,0,1,0,0,1,0,0
"863",236,201,228,113,236,124,13,11,37,17,4,19
"864",1109,1486,1539,862,924,554,868,652,553,644,688,745
"865",310,257,352,247,286,243,135,111,91,110,234,135
"866",0,1,0,0,0,0,0,0,1,0,0,0
"867",1222,1518,1258,373,479,287,1028,829,498,329,652,305
"868",407,322,454,322,603,363,559,399,338,294,793,322
"869",0,0,0,0,0,0,0,0,0,0,0,2
"871",4,15,12,4,0,1,4,14,16,0,8,4
"873",16,1,1,0,4,3,12,2,2,8,15,6
"874",2,0,32,2,5,2,3,2,20,6,17,5
"881",1,2,2,1,0,1,2,0,1,0,0,3
"883",4,1,39,2,2,3,6,7,6,1,3,4
"885",0,0,0,0,0,0,1,0,0,0,0,0
"886",0,0,0,0,0,0,0,0,0,1,0,0
"887",0,0,1,2,0,0,0,0,3,0,0,1
"889",218,155,180,163,292,177,134,119,166,119,324,130
"890",7,3,10,9,14,16,8,5,3,15,21,15
"891",11,23,13,11,9,6,6,5,7,0,7,6
"892",146,146,229,150,175,192,84,59,98,159,296,189
"894",2246,3330,1879,755,909,835,2717,2455,1664,1096,3632,1200
"896",304,417,942,100,138,83,130,119,166,152,545,128
"898",21,9,26,1,6,4,22,27,57,3,13,2
"899",9,4,10,3,5,3,5,6,1,1,2,7
"900",205,148,237,137,137,140,127,59,123,152,330,188
"901",399,520,936,176,126,143,244,274,450,71,55,85
"902",611,471,482,190,306,239,687,353,300,378,590,376
"904",2038,1268,1847,1077,1061,1285,1621,1302,1233,1201,2172,1202
"905",692,390,480,625,774,730,618,406,211,466,820,429
"908",632,512,414,451,574,317,366,215,202,325,749,322
"909",7,15,29,0,0,1,1,0,2,0,0,1
"910",3,8,12,1,0,0,0,2,1,0,0,1
"911",143,197,221,3,7,15,5,16,8,4,0,10
"912",43,31,42,19,18,12,7,7,9,17,0,6
"913",2,46,12,0,0,2,1,3,0,0,0,1
"914",23,99,177,17,6,21,234,118,64,291,898,443
"915",4,41,47,5,3,5,92,64,20,113,248,128
"916",20,152,285,14,9,26,232,138,110,286,786,499
"917",14,111,224,7,5,23,192,127,53,155,500,303
"919",78,371,308,44,15,33,485,275,245,321,1384,287
"920",595,720,356,75,49,23,279,202,179,163,578,234
"921",32,176,227,53,31,29,617,393,181,672,1558,438
"922",0,2,0,0,0,0,0,0,0,1,0,0
"923",24,101,140,29,19,15,725,286,146,357,1019,389
"924",7,22,33,6,0,7,20,10,18,38,86,45
"925",62,156,234,25,16,52,354,208,156,512,342,1056
"926",4,17,7,0,1,7,31,32,69,53,22,113
"928",46,87,245,48,16,15,5,7,7,24,2,10
"929",349,250,66,52,33,7,56,114,140,55,6,45
"930",97,17,96,87,69,82,1,5,14,5,0,3
"931",3604,609,1908,3404,2729,4034,27,49,199,235,15,217
"932",36,246,363,19,2,9,8,11,9,29,1,11
"933",1593,249,575,815,835,1985,3,18,17,38,2,77
"939",16,10,15,2,6,7,11,19,34,11,30,27
"940",30,211,351,29,21,14,1165,1031,647,859,2359,833
"941",234,57,87,84,201,101,11,11,5,18,5,10
"942",344,430,206,177,138,145,31,68,104,128,6,92
"943",29,20,18,4,2,2,2,2,0,1,2,4
"944",311,186,180,134,149,131,389,241,426,600,2681,899
"945",70,97,7,6,2,1,4,15,43,9,0,10
"946",48,41,41,2,14,9,1,2,2,1,0,3
"947",0,18,1,3,0,6,0,5,0,1,0,5
"948",402,630,234,29,36,27,58,207,246,69,4,109
"949",27,36,19,3,7,4,4,6,2,2,0,6
"950",173,227,286,163,132,182,74,76,66,127,208,103
"951",1849,804,1256,1724,1057,2170,104,144,159,292,438,278
"952",37,63,63,14,11,20,4,16,0,20,8,25
"953",632,401,322,175,424,189,112,158,86,147,64,128
"954",0,1,0,0,0,0,0,0,2,1,0,2
"955",68,47,248,38,56,58,76,70,109,32,98,35
"956",0,3,0,0,2,1,1,0,0,1,2,1
"957",14,21,31,8,7,4,10,9,12,9,14,13
"958",519,130,209,218,304,218,6,16,8,16,5,10
"959",2,12,23,6,2,0,46,19,9,75,188,23
"960",9824,6914,4253,3870,2912,3209,2974,2281,2149,3483,4181,3078
"961",552,505,751,671,1046,521,535,343,199,396,1017,363
"962",1245,927,669,390,491,546,188,182,144,474,949,477
"963",2029,2211,1992,766,805,616,953,695,522,854,1136,778
"965",313,176,110,77,140,81,91,57,54,110,62,90
"966",304,266,324,103,108,135,461,310,100,175,295,133
"967",964,898,858,379,132,117,98,182,204,455,38,243
"968",1038,1106,460,311,92,84,120,283,705,347,21,238
"969",2577,1159,2014,1504,522,2002,671,598,420,441,358,413
"970",38,5,8,3,21,10,1,1,11,5,0,0
"971",444,58,236,270,555,725,13,14,12,25,9,31
"972",18752,13128,13557,15071,15914,17423,755,1483,2067,2070,523,1594
"973",539,103,431,891,924,1159,6,15,34,52,5,42
"974",56,24,71,62,104,25,0,2,1,10,3,4
"975",191,117,221,87,99,84,68,66,35,59,106,69
"976",1212,1379,1182,1272,863,908,1280,707,501,1310,884,1039
"977",56,60,21,20,13,16,22,17,2,12,8,24
"978",37,63,31,26,4,7,5,20,18,32,4,4
"983",35,39,2,3,0,0,10,14,2,3,2,8
"984",181,112,122,172,212,263,213,131,107,102,245,187
"987",1194,710,1203,615,831,726,1693,1068,936,627,1063,693
"988",467,436,449,450,462,486,293,209,184,306,426,289
"989",622,543,439,883,887,661,322,227,178,498,721,470
"990",12,18,20,4,4,5,15,21,4,10,10,21
"991",1,8,44,0,0,0,0,4,21,1,1,1
"993",2,5,10,1,0,0,3,0,0,0,1,3
"994",173,138,268,134,82,99,377,246,159,176,300,194
"995",1,4,2,1,0,1,0,1,0,1,0,1
"996",319,259,424,350,399,384,196,107,64,225,292,205
"997",23,20,8,17,8,8,10,13,5,14,16,4
"998",1498,1280,1879,1149,940,973,512,365,558,839,934,711
"999",1,11,10,1,0,13,6,1,0,4,7,20
"1000",1,12,9,0,0,0,1,0,0,0,0,0
"1001",0,0,1,0,0,0,0,1,1,0,6,0
"1002",1,3,0,0,2,0,3,4,2,1,1,2
"1003",2,1,0,0,1,0,0,0,0,1,0,0
"1004",0,0,1,0,0,0,0,0,0,2,1,0
"1005",0,1,0,0,0,0,0,0,0,1,0,3
"1006",0,0,0,0,0,0,0,0,0,1,0,0
"1007",0,0,0,0,0,0,0,0,1,0,0,0
"1008",0,0,0,0,0,0,0,0,0,0,0,0
"1009",0,0,0,0,0,0,0,0,0,1,0,0
"1010",0,0,0,0,0,1,1,0,0,0,0,0
"1012",1,6,0,3,0,0,0,4,0,2,0,2
"1013",0,0,0,0,0,0,0,0,0,0,0,1
"1014",0,0,0,0,0,0,1,1,0,0,0,0
"1015",0,3,1,0,0,0,1,0,0,0,0,0
"1016",0,0,0,0,0,0,0,0,0,0,0,1
"1017",81,37,53,12,21,18,62,44,21,17,26,17
"1018",0,0,0,0,0,0,0,0,0,0,0,0
"1019",91,87,80,72,81,70,37,31,8,27,90,43
"1020",9,15,17,4,8,2,3,4,2,1,2,7
"1021",192,469,417,103,75,99,413,227,135,234,228,289
"1022",85,83,47,77,65,79,40,27,28,53,60,56
"1024",92,73,49,58,75,61,60,39,7,28,61,32
"1025",113,114,202,106,82,35,68,75,99,68,93,53
"1026",5312,5861,2929,2544,1216,2122,1219,1331,978,891,412,555
"1027",999,928,2915,415,573,563,741,516,1029,742,2569,616
"1028",36,107,34,3,2,3,20,31,36,3,3,15
"1029",4,1,0,1,1,2,2,0,0,1,0,4
"1030",24,15,0,6,13,6,11,15,0,13,0,12
"1031",5,15,55,5,1,4,8,7,1,4,2,4
"1032",351,389,547,223,150,234,104,124,93,138,213,165
"1033",2,3,3,2,10,4,6,6,0,1,3,6
"1036",0,0,2,0,0,1,0,0,0,0,12,0
"1038",0,0,3,1,0,3,5,0,1,19,6,3
"1039",120,133,163,88,76,122,415,210,63,241,432,232
"1040",28,44,2,14,6,1,29,21,7,11,19,15
"1041",0,0,0,1,0,0,0,0,0,3,0,1
"1043",443,346,382,204,273,218,74,65,167,181,236,200
"1045",0,0,0,0,0,0,0,0,0,0,0,0
"1046",0,0,1,0,0,0,0,0,0,0,0,0
"1047",3,0,0,1,0,3,1,0,0,0,0,2
"1048",0,1,0,0,0,0,0,0,0,0,0,1
"1050",13,47,66,10,3,2,7,6,0,5,0,4
"1051",208,282,154,69,35,20,45,74,50,80,19,66
"1052",35,36,23,22,5,11,10,13,10,37,3,16
"1053",0,3,1,1,0,0,0,1,0,1,1,1
"1054",386,219,300,405,303,359,183,106,60,177,280,170
"1056",0,0,2,0,0,0,2,1,0,0,0,0
"1057",1,1,0,0,0,0,0,0,0,0,0,0
"1058",2,2,8,1,0,1,0,3,9,1,2,2
"1059",14,19,15,8,16,12,9,5,0,11,18,12
"1060",576,318,556,847,685,770,828,423,328,765,1122,650
"1062",93,95,154,31,38,26,84,56,59,31,53,66
"1063",54,254,92,23,24,27,171,256,79,55,77,97
"1066",33,47,14,2,4,2,3,16,4,2,0,12
"1068",0,0,0,0,0,0,0,0,0,1,0,0
"1069",46,51,66,24,23,23,10,12,39,15,17,24
"1070",3,1,2,1,7,0,1,2,0,5,9,3
"1071",2,3,0,3,5,1,2,0,1,1,0,1
"1072",536,593,383,169,189,147,117,135,156,113,166,157
"1073",77,32,216,71,58,122,66,92,22,44,46,44
"1075",297,845,389,67,56,75,137,173,126,77,111,156
"1080",0,0,0,0,0,0,0,0,0,0,0,4
"1081",0,0,0,0,0,0,0,0,0,0,0,2
"1084",4,8,6,10,0,1,0,0,0,4,1,3
"1087",0,0,0,0,0,0,0,0,0,1,0,0
"1088",78,216,15,30,7,18,8,15,3,42,2,34
"1089",8,9,1,2,0,0,2,3,0,5,1,1
"1101",2,2,8,0,2,4,0,0,7,0,0,1
"1102",86,102,53,26,47,19,51,47,42,23,75,37
"1103",0,0,0,0,0,0,0,0,0,0,0,0
"1104",48,47,66,12,25,21,88,101,82,15,25,23
"1105",5431,4175,3269,2807,2681,3187,3700,1898,1909,2986,4866,2439
"1106",8965,5419,6165,4924,5150,4574,11561,7081,4203,4575,7194,3277
"1107",481,487,328,290,196,267,1296,885,433,376,762,520
"1108",2797,1616,1708,1215,1683,1108,3264,2687,1870,573,907,480
"1109",0,0,0,0,0,0,0,0,1,1,0,0
"1111",35,51,78,51,67,61,29,36,31,35,47,57
"1112",989,1108,1506,408,457,416,601,486,503,302,731,415
"1113",0,0,0,1,0,0,0,1,0,0,0,1
"1114",0,0,0,3,0,0,1,0,3,1,2,1
"1116",18,26,11,31,1,22,1,1,0,35,0,27
"1117",4,1,16,0,1,14,4,2,1,9,9,5
"1118",2,4,0,1,2,2,0,0,0,3,1,2
"1119",309,376,197,169,193,167,298,267,88,127,355,105
"1120",16,13,12,15,16,15,30,17,26,9,17,16
"1121",128,74,83,39,104,42,77,51,70,48,70,33
"1122",527,460,355,219,240,247,177,130,157,107,70,89
"1123",3,7,11,5,7,5,18,15,0,67,27,6
"1124",77,204,131,18,6,4,32,36,38,27,9,23
"1128",0,0,0,0,0,0,0,0,0,2,0,0
"1129",0,0,0,0,0,0,0,0,1,0,0,0
"1130",3372,3071,2442,1388,2271,1366,1533,1501,1073,1088,799,909
"1131",0,2,1,2,0,0,2,3,1,2,0,1
"1132",1,1,2,3,0,3,0,0,0,1,0,2
"1133",7,0,5,1,8,0,9,4,10,1,3,3
"1134",3,3,2,0,2,0,3,0,1,0,0,0
"1135",3,0,6,4,2,3,2,3,45,5,1,5
"1136",0,1,0,0,4,1,11,4,7,1,3,0
"1137",0,0,0,0,1,0,0,0,0,0,0,0
"1138",5,0,7,7,6,1,8,4,0,2,4,1
"1139",0,1,0,1,0,1,0,0,0,0,0,0
"1140",5,8,9,6,4,6,9,12,20,3,13,7
"1141",12,6,13,10,22,12,17,15,19,11,17,21
"1142",0,0,0,0,0,0,0,0,1,0,0,0
"1143",0,0,1,0,0,0,0,0,0,0,0,0
"1144",0,0,0,1,0,0,1,0,0,0,0,1
"1145",19,20,10,11,6,10,4,13,20,7,14,5
"1146",1,0,1,0,0,0,0,1,7,0,0,3
"1147",133,123,164,187,205,196,139,73,98,155,231,149
"1149",0,0,0,0,0,0,0,0,1,0,0,1
"1152",7,21,21,7,1,5,9,15,5,5,1,9
"1153",377,414,606,746,698,745,250,195,252,520,959,454
"1154",6,46,137,2,10,3,18,33,28,14,29,17
"1155",43,56,84,43,58,47,41,35,8,30,54,33
"1158",0,0,1,0,1,1,0,0,2,0,0,1
"1159",0,0,0,0,0,0,0,1,0,0,0,2
"1160",0,1,8,1,0,0,3,5,2,1,3,2
"1161",19,36,8,14,16,6,11,11,3,13,18,8
"1163",17,14,24,5,3,5,5,5,7,5,6,7
"1164",108,117,128,6,22,19,36,60,51,8,17,6
"1173",249,208,186,93,104,89,124,89,38,84,135,95
"1174",0,0,2,0,0,0,0,0,0,0,0,0
"1175",37,27,6,15,10,6,1,4,1,6,14,11
"1176",79,83,141,58,77,71,37,28,29,47,39,43
"1178",100,943,2064,18,11,35,17,37,98,9,0,20
"1179",0,0,0,0,0,0,0,0,0,0,0,0
"1180",0,0,0,0,0,0,0,0,0,0,0,0
"1181",0,2,2,2,3,1,10,6,0,2,3,1
"1182",865,351,422,1088,1499,1190,183,139,212,245,481,215
"1183",37,9,24,42,46,52,0,2,2,7,1,3
"1184",90,145,139,14,24,23,46,32,37,19,16,11
"1185",260,186,184,183,182,138,117,95,70,53,79,50
"1186",77,42,66,62,111,57,12,20,65,11,29,17
"1188",0,0,0,0,0,0,0,0,0,0,0,0
"1191",40,18,19,44,40,24,13,11,3,75,4,66
"1192",784,872,323,277,189,176,103,154,185,285,94,243
"1193",31,134,37,14,5,2,6,8,0,12,2,7
"1195",2876,3335,6102,1930,1487,2852,3333,1795,1970,1617,4016,1319
"1196",155,77,156,224,272,166,160,111,98,110,252,134
"1197",0,0,1,0,0,0,0,0,0,0,0,0
"1198",214,177,179,123,130,130,127,92,37,96,155,71
"1200",1950,2020,1387,611,455,566,400,446,598,438,212,504
"1201",35,52,87,30,20,18,25,24,28,19,22,30
"1203",107,70,94,84,96,69,204,116,80,79,176,72
"1207",150,112,127,75,149,89,55,45,61,90,250,127
"1208",0,0,0,0,0,0,0,0,0,0,0,0
"1209",143,138,115,188,192,170,91,60,58,106,218,106
"1211",114,97,122,29,73,43,41,30,30,41,75,40
"1212",49,56,65,40,27,20,31,25,23,28,52,36
"1213",1495,1379,867,818,1033,663,705,478,414,731,1160,690
"1215",0,0,0,0,0,0,0,0,0,0,0,0
"1230",242,131,46,198,71,29,31,27,47,326,16,161
"1232",21,74,216,21,4,7,1,3,0,6,0,8
"1233",7,26,125,8,21,6,178,139,59,267,792,329
"1234",398,303,55,43,24,8,44,57,71,125,41,94
"1235",248,72,131,102,312,120,137,60,11,110,130,74
"1236",3481,1599,2007,1604,2159,1816,2139,1520,793,1778,5082,1635
"1237",0,1,3,1,0,0,3,0,0,2,6,6
"1238",0,3,1,1,3,2,2,1,1,6,1,3
"1240",38,82,21,7,1,7,5,15,2,3,2,2
"1241",156,130,89,68,95,49,202,150,136,64,110,80
"1244",19,6,12,22,10,29,15,15,2,16,21,14
"1258",0,1,0,0,0,0,0,0,0,0,0,0
"1259",0,0,0,1,1,0,2,1,0,0,1,1
"1260",0,1,0,0,0,0,0,0,0,0,0,0
"1261",0,0,2,0,0,0,0,0,0,1,0,1
"1262",6,7,2,0,0,0,3,4,3,1,2,2
"1263",303,352,194,135,74,82,405,312,200,128,239,118
"1264",0,0,0,0,1,1,0,0,0,0,0,1
"1265",1202,753,1039,385,392,400,326,219,200,247,929,271
"1266",91,18,38,219,222,177,16,15,0,30,27,15
"1267",141,140,203,79,166,69,123,101,151,54,130,57
"1268",12,4,8,72,194,21,0,0,0,4,0,1
"1269",121,57,233,53,126,55,3,4,4,3,2,4
"1270",0,2,2,1,1,1,9,2,0,0,1,1
"1272",0,0,3,0,0,0,0,0,1,0,0,0
"1277",28,13,63,185,280,184,111,52,62,40,79,48
"1278",0,1,1,0,0,0,0,1,0,0,0,0
"1280",0,0,0,1,0,0,0,2,0,0,2,1
"1281",0,0,0,1,0,0,0,0,1,0,0,1
"1282",0,0,0,0,0,0,0,0,0,1,0,0
"1284",8,5,7,1,2,3,0,1,0,3,0,1
"1285",194,18,21,21,154,27,2,4,5,1,0,1
"1286",185,35,82,31,114,41,36,54,45,29,26,17
"1287",0,0,0,0,0,0,0,0,0,1,0,0
"1288",1,0,0,1,4,0,3,1,9,0,0,2
"1289",1,2,0,1,1,0,3,3,8,1,2,1
"1290",1,1,0,0,1,0,0,0,0,2,1,2
"1291",1,1,1,1,1,0,21,9,10,5,14,3
"1292",1,15,1,2,1,1,35,19,25,10,25,17
"1293",0,1,2,1,0,1,10,7,4,5,5,4
"1294",9,5,6,8,8,9,1,4,0,2,1,0
"1295",0,0,1,1,0,0,0,0,0,0,0,0
"1296",9,13,3,10,7,6,2,7,4,3,5,4
"1297",2,0,3,1,0,2,0,0,0,0,0,0
"1298",8,16,3,14,17,15,2,4,5,3,4,5
"1299",17,12,0,37,106,208,0,1,5,4,0,7
"1300",7,8,9,8,60,16,38,31,70,18,48,19
"1301",0,0,0,0,0,0,0,0,0,0,0,0
"1302",1,3,1,2,2,1,5,7,4,1,1,0
"1303",2,2,1,0,0,1,2,0,3,0,0,0
"1305",1,5,1,0,0,0,1,1,0,0,0,0
"1306",0,5,0,1,0,0,0,0,0,1,0,2
"1307",0,0,1,1,0,0,1,1,4,0,0,1
"1308",3,11,1,4,5,1,12,3,1,5,3,4
"1310",613,49,475,533,494,543,7,7,33,41,2,30
"1312",69,81,46,9,8,9,8,13,37,8,18,19
"1314",732,682,470,836,729,714,524,400,230,434,813,340
"1315",892,1005,787,925,987,892,1065,720,430,784,1241,690
"1316",5428,4658,4240,4989,2100,4932,2310,1590,1116,1960,828,1715
"1317",186,194,204,55,31,16,64,81,105,73,82,43
"1318",115,124,61,43,39,22,77,67,34,67,42,52
"1325",0,0,0,1,2,0,0,0,11,0,1,1
"1326",1989,1575,1362,753,842,936,288,343,229,325,40,342
"1327",782,671,964,1415,1311,1299,261,209,241,809,1478,681
"1329",53,43,17,30,44,36,19,15,21,28,41,30
"1337",115,147,134,85,81,84,46,33,69,64,90,77
"1339",0,0,0,0,0,0,0,0,0,0,0,0
"1340",296,371,244,162,206,175,58,68,95,165,241,176
"1345",114,200,237,146,148,192,41,52,70,160,205,161
"1346",0,2,4,1,1,0,1,2,0,1,0,0
"1347",94,106,61,87,106,100,37,22,35,106,153,91
"1349",90,72,114,40,38,36,20,14,37,63,74,42
"1350",373,386,559,224,275,313,104,60,197,275,531,292
"1351",65,79,104,49,29,35,14,18,11,33,50,39
"1352",16,19,29,27,53,34,16,21,9,30,77,21
"1353",36,24,37,11,30,18,16,13,15,23,58,23
"1355",138,184,180,92,211,58,89,81,67,96,215,67
"1356",12,15,22,15,45,10,8,9,6,10,23,9
"1357",0,0,1,0,0,0,0,0,0,0,0,1
"1358",0,0,0,0,0,0,0,0,0,0,0,0
"1359",70,619,1223,20,7,24,18,23,21,12,0,13
"1361",4,14,19,4,1,1,4,4,0,3,2,0
"1362",641,669,604,419,183,212,394,311,265,562,388,378
"1363",1,0,0,0,1,0,0,0,0,0,0,0
"1364",0,0,1,0,0,0,0,0,0,1,0,0
"1366",0,0,0,2,1,1,5,1,3,2,1,0
"1368",125,80,25,44,24,18,32,45,30,29,19,26
"1369",0,0,0,0,0,0,0,0,0,0,0,1
"1370",0,1,0,0,0,0,0,0,0,1,0,0
"1371",19,7,19,12,35,6,62,44,8,22,72,27
"1373",0,1,1,0,0,2,4,5,0,2,1,2
"1374",173,187,121,12,65,25,63,66,59,15,52,36
"1375",1,0,0,2,5,1,8,1,14,1,1,1
"1376",10,13,5,12,16,10,14,11,11,20,45,23
"1378",519,689,1128,134,160,212,45,104,146,41,5,75
"1379",1,1,3,0,0,0,0,0,0,1,0,0
"1380",63,13,52,67,39,56,9,3,4,11,0,6
"1382",13,12,1,6,7,2,36,27,37,4,9,3
"1384",16,15,3,4,7,2,3,6,2,7,4,7
"1385",842,489,757,443,766,519,546,538,376,242,508,256
"1386",453,333,408,316,454,333,345,251,163,256,414,244
"1387",2887,2768,2714,1686,2233,1610,1658,1260,912,999,1930,1015
"1388",127,136,160,49,63,67,50,50,52,30,51,50
"1389",144,132,134,80,96,62,121,71,56,137,384,119
"1390",4277,4078,4970,1537,2566,1527,2644,1580,1445,2232,5333,1691
"1392",0,0,0,0,0,0,0,0,0,0,0,0
"1393",3,5,0,3,1,2,0,2,3,1,0,1
"1394",0,0,0,0,0,0,0,0,0,0,0,0
"1395",2,0,6,0,0,0,1,2,0,0,1,0
"1396",118,107,229,27,53,49,55,27,67,40,25,36
"1397",3,2,1,0,3,0,3,5,5,1,4,2
"1398",324,254,247,125,158,97,144,104,53,77,145,73
"1399",828,706,883,562,768,446,414,284,322,374,847,387
"1400",0,1,4,0,0,0,0,0,0,0,1,4
"1401",0,0,0,0,0,0,0,0,0,0,0,0
"1404",0,0,0,0,0,0,0,0,0,0,0,0
"1406",0,0,1,0,0,0,0,0,0,0,0,1
"1407",164,165,198,125,80,109,332,180,74,200,325,218
"1408",219,109,227,208,249,304,147,96,106,102,192,137
"1410",0,0,0,0,0,0,0,0,0,0,0,0
"1411",3,2,2,0,2,2,9,11,8,1,5,0
"1412",0,0,0,0,0,0,0,0,0,0,0,0
"1413",0,0,0,0,0,0,0,0,1,0,1,0
