ID	Symbol	chromosome	Length
108161	Fam50b	13	1315
108176	Npm3-ps1	6	986
108637	Snord14c	9	22
108645	Mat2b	11	2258
108652	Slc35b3	13	2214
108653	Rimklb	6	4017
108654	Fam210a	18	9653
108655	Foxp1	6	7484
108657	Rnpepl1	1	3039
108660	Rnf187	11	1939
108664	Atp6v1h	1	1976
108670	Epsti1	14	2322
108671	Dnajc9	14	1631
108672	Zdhhc15	X	5508
108673	Ccdc86	19	3003
108679	Cops8	1	1843
108682	Gpt2	8	3596
108686	Ccdc88a	11	8862
108687	Edem2	2	2294
108689	Obfc1	19	1878
108699	Chn1	2	4934
108705	Pttg1ip	10	2247
108707	Fam207a	10	2428
108723	Card11	5	4112
108735	Sft2d2	1	5526
108737	Oxsr1	9	4775
108755	Lyrm2	4	1330
108760	Galnt16	12	3920
108767	Pnrc1	4	1925
108797	Mex3b	7	3416
108800	Ston2	12	9896
108802	Calr4	4	2527
108803	4933402P03Rik	11	1615
108809	4933407E24Rik	4	1873
108811	Ccdc122	14	1721
108812	Als2cr12	1	1576
108816	4933409K07Rik	4	4551
108829	Jmjd1c	10	8947
108832	Tmem74b	2	1435
108837	Ibtk	9	5650
108841	Rdh13	7	3077
108853	Mtrf1l	10	2621
108857	Ankhd1	18	8231
108888	Atad3a	4	2419
108897	Aif1l	2	2953
108899	2700081O15Rik	19	4989
108900	Fam72a	1	2105
108902	B3gnt1	19	2035
108903	Tbcd	11	3912
108907	Nusap1	2	2960
108909	Aida	1	3293
108911	Rcc2	4	3767
108912	Cdca2	14	3932
108927	Lhfp	3	2089
108934	Smim13	13	4483
108937	Rnf169	7	7157
108943	Trmt10a	3	3934
108946	Zzz3	3	7685
108950	1700049L16Rik	10	806
108954	Ppp1r15b	1	5588
108956	Apol7c	15	2044
108958	Fam73b	2	3620
108960	Irak2	6	3197
108961	E2f8	7	3691
108970	4930519F24Rik	9	577
108978	4930555G01Rik	14	2065
108989	Tpr	1	7550
108995	Tbc1d10c	19	1759
109006	Ciapin1	8	4327
109019	Nabp1	1	2838
109032	Sp110	1	1971
109042	Prkcdbp	7	1026
109050	Fam212b	3	4781
109052	Krt75	15	3268
109054	Pfdn4	2	1059
109065	Dnaaf2	12	2639
109075	Exosc4	15	1789
109077	Ints5	19	3294
109079	Sephs1	2	5318
109082	Fbxw17	13	1785
109093	Rars2	4	1867
109095	Rbm15b	9	3016
109108	Slc30a9	5	3411
109113	Uhrf2	19	3538
109115	Supt3	17	1483
109129	Mmadhc	2	1302
109135	Plekha5	6	5133
109136	Mmaa	8	2843
109145	Gins4	8	1364
109151	Chd9	8	11517
109154	Mlec	5	5952
109161	Ube2q2	9	2941
109168	Atl3	19	6699
109169	Igip	18	1378
109181	Trip11	12	6448
109198	6030407O03Rik	1	1801
109202	A930024E05Rik	5	1892
109205	Sobp	10	4980
109212	Fam64a	11	1466
109215	3010033K07Rik	8	894
109218	Tmem139	6	1147
109222	Rarres1	3	1411
109225	Ms4a7	19	1716
109229	Fam118b	9	2045
109232	Sccpdh	1	1922
109241	Mbd5	2	7055
109242	Kif24	4	5598
109245	Lrrc39	3	5230
109246	Tspan9	6	3930
109254	Adtrp	13	2566
109263	Rlf	4	6585
109264	Me3	7	4370
109267	Srcrb4d	5	2724
109270	Prr5	15	1835
109272	Mybpc1	10	3981
109275	Actr5	2	2377
109280	Slc22a13b-ps	9	1455
109284	R3hdm4	10	1821
109294	Prex2	1	11187
109299	C330006A16Rik	2	2683
109305	Orai1	5	1871
109314	Prr9	3	1183
109323	C1qtnf7	5	1692
109331	Rnf20	4	4312
109332	Cdcp1	9	3849
109333	Pkn2	3	6207
109335	9230102K24Rik	10	1303
109342	Slc5a10	11	2261
109344	E130215H24Rik	2	936
109346	Ankrd39	1	1786
109349	Fam163b	2	2946
109359	Fam175b	7	2895
109361	D730005E14Rik	15	3607
109552	Sri	5	2537
109575	Tbx10	19	1778
109593	Lmo3	6	2101
109594	Lmo1	7	1071
109620	Dsp	13	9592
109624	Cald1	6	4035
109637	Upk1a	7	1308
109648	Npy	6	545
109652	Acy1	9	1446
109658	Txlna	4	4948
109660	Ctrl	8	888
109663	Hoxc11	15	915
109672	Cyb5	18	749
109674	Ampd2	3	3902
109676	Ank2	3	7547
109685	Hyal3	9	1830
109689	Arrb1	7	7112
109697	Cpa1	6	1578
109700	Itga1	13	5982
109711	Actn1	12	3739
109731	Maob	X	2412
109754	Cyb5r3	15	2031
109778	Blvra	2	1170
109785	Pgm3	9	4582
109791	Clps	17	494
109801	Glo1	17	1939
109815	Vimp	7	1191
109820	Pgc	17	1384
109821	F11	8	2244
109828	C7	15	2709
109857	Cbr3	16	1167
109880	Braf	6	9728
109889	Mzf1	7	3597
109900	Asl	5	1529
109901	Cela1	15	1106
109904	Mcf2	X	4502
109905	Rap1a	3	2459
109910	Zfp91	19	5609
109929	Zbtb25	12	1777
109934	Abr	11	6036
109959	Amy2a5	3	6308
109978	Art4	6	2384
109979	Art3	5	1563
110006	Gusb	5	2456
110012	Tpgs1	10	1101
110033	Kif22	7	2064
110052	Dek	13	2602
110058	Syt17	7	1617
110074	Dut	2	2512
110075	Bmp3	5	3112
110078	Pygb	2	3838
110082	Dnah5	15	15616
110084	Dnah1	14	12872
110094	Phka2	X	5252
110095	Pygl	12	2821
110109	Nop2	6	2623
110115	Cyp11b1	15	2398
110119	Mpi	9	1757
110135	Fgb	3	1573
110147	Ehmt2	17	4071
110157	Raf1	6	3066
110168	Gpr18	14	1310
110172	Slc35b1	11	1169
110173	Manba	3	3674
110175	Ggct	6	1362
110187	Scgb2b26	7	529
110196	Fdps	3	1461
110197	Dgkg	16	5505
110198	Akr7a5	4	1648
110208	Pgd	4	2224
110213	Tmbim6	15	2803
110253	Triobp	15	7736
110257	Hba-a2	11	1126
110265	Msra	14	1937
110279	Bcr	10	6537
110304	Glra3	8	1474
110308	Krt5	15	2190
110310	Krt7	15	1586
110312	Pmch	10	748
110323	Cox6b1	7	505
110326	Tas1r1	4	2785
110332	Pp2d1	17	2476
110333	Rmst	10	2687
110350	Dync2h1	9	13972
110351	Rap1gap	4	3398
110355	Adrbk1	19	3451
110379	Sec13	6	1301
110380	Shroom2	X	8204
110382	C8b	4	2239
110385	Pde4c	8	3193
110391	Qdpr	5	1394
110417	Pigh	12	2352
110446	Acat1	9	3373
110454	Ly6a	15	1002
110460	Acat2	17	2076
110511	Olfr153	2	924
110521	Hivep1	13	8753
110524	Dgkq	5	4545
110532	Adarb1	10	6633
110542	Amhr2	15	1947
110557	H2-Q6	17	981
110558	H2-Q9	17	1521
110593	Prdm2	4	11549
110595	Timp4	6	1416
110596	Arhgef28	13	6259
110606	Fntb	12	2560
110611	Hdlbp	1	6238
110616	Atxn3	12	5404
110637	Grik4	9	3488
110639	Prps2	X	3638
110648	Lmx1a	1	3338
110651	Rps6ka3	X	7320
110695	Aldh7a1	18	3199
110696	H2-M10.3	17	1592
110749	Chaf1b	16	1913
110750	Cse1l	2	3604
110751	Adam33	2	3165
110784	Nr3c2	8	4087
110789	Gpr98	13	19328
110794	Cebpe	14	1238
110796	Tshz1	18	5814
110805	Foxe1	4	1116
110809	Srsf1	11	5560
110816	Pwp2	10	3871
110821	Pcca	14	2603
110826	Etfb	7	904
110829	Lims1	10	4941
110834	Chrna3	9	3123
110835	Chrna5	9	2738
110842	Etfa	9	1464
110854	Ppp2r4	2	2577
110855	Pde6c	19	2963
110862	Kcnq3	15	2878
110876	Scn2a1	2	8690
110877	Slc18a1	8	3118
110880	Scn4a	11	6598
110886	Gabra5	7	2674
110891	Slc8a2	7	4235
110893	Slc8a3	12	5068
110895	Slc9a4	1	3822
110902	Chrna2	14	3527
110911	Cds2	2	8985
110920	Hspa13	16	4161
110935	Atp6v1b1	6	1927
110948	Hlcs	16	4833
110954	Rpl10	X	795
110957	D1Pas1	1	3212
110958	M1ap	6	2051
110959	Nudt19	7	1922
110960	Tars	15	2636
110962	Mbd6	10	4046
111002	Marcksl1-ps4	13	1043
111173	Erc1	6	9854
111174	Taar1	10	999
111175	Pecr	1	1185
111186	Stmn1-rs1	9	979
111241	Hmga1-rs1	11	1599
111368	Prn	2	3400
111970	Dlx1as	2	2793
111975	Igf2os	7	4778
112403	Dxo	17	1472
112405	Egln1	8	3524
112406	Egln2	7	2107
112407	Egln3	12	2676
112408	Tas2r116	6	918
112415	C030039L03Rik	7	4737
112417	Ugt2b37	5	1879
112418	1700102P08Rik	9	1098
112419	2010002M12Rik	19	3365
112422	2610305D13Rik	4	2561
113845	Vmn1r48	6	909
113846	Vmn1r47	6	933
113847	Vmn1r43	6	1069
113848	Vmn1r42	6	1098
113849	Vmn1r52	6	930
113850	V1ra8	6	840
113851	Vmn1r54	6	948
113852	Vmn1r50	6	933
113853	Vmn1r53	6	1122
113854	Vmn1r44	6	933
113855	Vmn1r40	6	933
113856	Vmn1r46	6	930
113857	Vmn1r41	6	1025
113858	Vmn1r10	6	936
113859	Vmn1r29	6	912
113860	Vmn1r11	6	900
113862	Vmn1r13	6	903
113863	Vmn1r15	6	900
113864	Vmn1r14	6	912
113865	Vmn1r25	6	909
113868	Acaa1a	9	1758
114128	Laptm4b	15	1897
114141	Cldn16	16	1172
114142	Foxp2	6	7072
114143	Atp6v0b	4	996
114228	Prss1	6	807
114229	Kiss1r	10	3162
114230	Aipl1	11	1570
114249	Npnt	3	4800
114255	Dok4	8	2604
114301	Palmd	3	2394
114304	Slc28a3	13	4564
114332	Lyve1	7	2607
114479	Slc5a5	8	2928
114564	Csprs	1	2719
114565	Zbtb21	16	6010
114566	Krt82	15	2095
114570	Crip3	17	1014
114584	Clic1	17	1159
114585	D17H6S53E	17	2126
114600	Gm4736	6	1024
114601	Ehbp1l1	19	6442
114602	Zmynd10	9	1753
114604	Prdm15	16	6346
114606	Tle6	10	2015
114615	Elac1	18	4971
114640	Pth2	7	569
114641	Rpl31	1	1253
114642	Brdt	5	5025
114643	Oas1c	5	2286
114644	Slc13a3	2	3224
114652	Ly6g5c	17	450
114654	Ly6g6d	17	605
114661	Prss28	17	1190
114662	Prss29	17	1181
114663	Impa2	18	1386
114664	Hsd17b11	5	1699
114666	Krtap5-5	7	1177
114668	5033404E19Rik	1	709
114671	4930444G20Rik	10	1771
114673	4930433N12Rik	9	1382
114674	Gtf2ird2	5	3468
114676	4930519F09Rik	10	1545
114679	Selm	11	872
114712	Ferd3l	12	885
114713	Rasa2	9	5699
114714	Rad51c	11	3314
114715	Spred1	2	7084
114716	Spred2	11	2872
114741	Supt16	14	4491
114763	G6bos	17	1160
114774	Pawr	10	1828
114863	Prosc	8	4536
114868	Psg25	7	3067
114871	Psg28	7	1963
114872	Psg29	7	5441
114873	Dscaml1	9	6885
114874	Ddhd1	14	5222
114875	Plcz1	6	2182
114886	Cygb	11	2331
114889	Vsx1	2	3568
114893	Dcun1d1	3	4745
114896	Afg3l1	8	4268
116701	Fgfrl1	5	2656
116731	Pcdha1	18	5248
116732	Tsga13	6	1141
116733	Vps4a	8	2075
116746	Defb6	8	323
116748	Lsm10	4	913
116810	Foxn4	5	2970
116811	Zim3	7	3224
116837	Rims1	1	4067
116838	Rims2	15	7940
116847	Prelp	1	3602
116848	Baz2a	10	8369
116849	Iltifb	10	1110
116852	Akr1c20	13	1306
116870	Mta1	12	2775
116871	Mta3	17	3059
116872	Serpinb7	1	1887
116873	Stim2	5	4910
116891	Derl2	11	4154
116903	Calcb	7	962
116904	Alpk3	7	6369
116905	Dph1	11	2103
116911	Cts8-ps	13	4221
116913	Tpbpb	13	710
116914	Slc19a2	1	3571
116939	Pnpla3	15	4649
116940	Tgs1	4	4327
116972	Fam57a	11	930
117004	Olfr73	2	942
117005	Olfr74	2	957
117066	Cts3	13	1442
117109	Pop5	5	989
117146	Ube3b	5	5191
117147	Acsm1	7	2036
117148	Necab2	8	1971
117149	Tirap	9	4868
117150	Pip4k2c	10	3374
117158	Scgb3a2	18	604
117160	Ttyh2	11	3456
117167	Steap4	5	3140
117171	1110038F14Rik	15	1091
117172	2310034C09Rik	16	943
117197	Bloc1s4	5	1306
117198	Ivns1abp	1	5037
117229	Stk33	7	2394
117586	A1bg	15	1823
117589	Asb7	7	5055
117590	Asb10	5	2318
117591	Slc2a9	5	3865
117592	B3galt6	4	3213
117599	Helb	10	4532
117600	Srgap1	10	7821
117606	Boc	16	4428
118445	Klf16	10	2652
118446	Gjc3	5	3515
118449	Synpo2	3	7116
118451	Mrps2	2	2079
118452	Baalc	15	3967
118453	Mmp28	11	2311
118454	Gjc2	11	2254
121021	Cspg4	9	8050
121022	Mrps6	16	780
140474	Muc4	16	11276
140475	Bsnd	4	2714
140476	Strc	2	5757
140477	Dmbx1	4	4032
140481	Man2a2	7	6554
140482	Zfp358	8	1999
140483	Hnmt	2	1638
140484	Pofut1	2	5603
140486	Igf2bp1	11	8381
140488	Igf2bp3	6	4347
140489	Bhlhe23	2	2520
140491	Ppp1r3a	6	7120
140492	Kcnn2	18	2046
140493	Kcnn3	3	7617
140494	Atp6v0a4	6	3285
140497	AF251705	11	1139
140498	Rxfp2	5	3431
140499	Ube2j2	4	3622
140500	Acap3	4	4312
140546	Eri3	4	1778
140557	Smc1b	15	4040
140559	Igsf8	1	2232
140570	Plxnb2	15	6660
140571	Plxnb3	X	6022
140577	Ankrd6	4	4817
140579	Elmo2	2	5871
140580	Elmo1	13	5877
140629	Ubox5	2	3884
140630	Ube4a	9	6061
140703	Emid1	11	1911
140709	Col26a1	5	2705
140721	Caskin2	11	4722
140723	Cacng5	11	3834
140740	Sec63	10	6032
140741	Gpr6	10	1092
140742	Sesn1	10	3339
140743	Rem2	14	1887
140765	Tmprss3	17	2882
140780	Bmp2k	5	6568
140781	Myh7	14	6054
140792	Colec12	18	3322
140795	P2ry14	3	2571
140806	Il25	14	1063
140810	Ttbk2	2	11268
140858	Wdr5	2	2903
140859	Nek8	11	2800
140887	Lnx2	5	4543
140904	Caln1	5	2936
140917	Dclre1b	3	4288
140918	Slc7a12	3	1727
140919	Slc17a6	7	4320
142681	Slc34a3	2	2054
142682	Zcchc14	8	6476
142687	Asb14	14	2101
142688	Asb13	13	2410
142980	Tlr3	8	4327
170439	Elovl6	3	5949
170441	Slc2a10	2	3434
170442	Bbox1	2	1628
170458	Gpha2	19	588
170459	Stard4	18	2985
170460	Stard5	7	2425
170461	Stard6	18	1626
170472	Recql5	11	3986
170483	Grin3b	10	3274
170484	Nphs2	1	3108
170571	Cntnap4	8	4850
170574	Sp7	15	2284
170625	Snx18	13	4447
170638	Hpcal4	4	4652
170639	Olfr78	7	3496
170643	Kirrel	3	7287
170644	Ubn1	16	6455
170648	Olfr138	17	939
170651	Krtap16-1	16	605
170654	Krtap19-4	16	304
170656	Krtap21-1	16	748
170657	Krtap19-1	16	493
170658	BC002163	16	500
170676	Peg10	6	6666
170677	Cdhr1	14	4304
170706	Tmem37	1	1017
170707	Usp48	4	5746
170711	Otud7a	7	3461
170716	Cyp4f13	17	1711
170718	Idh3b	2	1520
170719	Oxr1	15	5073
170720	Card14	11	3958
170721	Papln	12	4375
170722	Nxf7	X	1863
170725	Capn8	1	3705
170728	Rtn4ip1	10	2981
170729	Scrt1	15	4010
170731	Mfn2	4	4767
170732	Trhr2	8	1340
170733	Klra17	6	1177
170734	Zscan5b	7	1969
170735	Arr3	X	1359
170736	Parvb	15	3705
170737	Znrf1	8	5686
170738	Kcnh7	2	3798
170740	Zfp287	11	5021
170741	Pilrb1	5	1020
170742	Sertad3	7	1257
170743	Tlr7	X	3979
170744	Tlr8	X	3158
170745	Xpnpep2	X	3699
170748	Smco4	9	945
170749	Mtmr4	11	5692
170750	Xpnpep1	19	2521
170752	Bco2	9	2075
170753	Zfp704	3	13844
170755	Sgk3	1	5620
170756	Slc8b1	5	2881
170757	Eltd1	3	4106
170758	Rac3	11	1078
170759	Atp13a1	8	3914
170760	Acbd3	1	3471
170761	Pdzd3	9	2181
170762	Nup155	15	6404
170763	Zfp87	13	2709
170765	Ripply3	16	1529
170767	Rfxap	3	2162
170768	Pfkfb3	2	5284
170770	Bbc3	7	1976
170771	Khdrbs2	1	1359
170772	Glcci1	6	6248
170776	Cd209c	8	1550
170779	Cd209d	8	863
170780	Cd209e	8	1771
170786	Cd209a	8	1484
170787	Hdac10	15	2705
170788	Crb1	1	4702
170789	Acot8	2	1151
170790	Mlc1	15	2329
170791	Rbm39	2	2955
170799	Rtkn2	10	3932
170813	Ms4a3	19	1012
170822	Usp33	3	4191
170823	Glmn	5	2097
170826	Ppargc1b	18	3656
170828	Vgll1	X	1187
170829	Tram2	1	1390
170833	Hook2	8	2617
170834	Oosp1	19	873
170835	Inpp5j	11	3473
170930	Sumo2	11	998
170935	Grid2ip	5	4223
170936	Zfp369	13	2869
170938	Zfp617	8	2948
170939	Krtap19-9b	16	461
170942	Erdr1	X|Y	777
170947	Myoz3	18	3397
170952	Prima1	12	905
171095	Il17rc	6	2369
171166	Mcoln3	3	1712
171167	Fut10	8	5095
171168	Acer1	17	2429
171170	Mbnl3	X	8671
171171	Ntng2	2	1770
171180	Syt12	19	3277
171183	Vmn1r37	6	909
171184	Vmn1r36	6	918
171185	Vmn1r35	6	891
171186	Vmn1r38	6	909
171187	Vmn1r33	6	918
171188	Vmn1r32	6	2442
171189	Vmn1r17	6	912
171190	Vmn1r26	6	1020
171191	Vmn1r24	6	891
171192	Vmn1r5	6	948
171193	Vmn1r6	6	912
171194	Vmn1r4	6	894
171195	Vmn1r30	6	909
171196	Vmn1r22	6	909
171197	Vmn1r23	6	909
171198	Vmn1r28	6	909
171199	Vmn1r18	6	900
171200	Vmn1r19	6	927
171201	Vmn1r21	6	894
171202	Vmn1r16	6	912
171203	Vmn1r9	6	1051
171205	Vmn1r8	6	1213
171206	Vmn1r27	6	912
171207	Arhgap4	X	3321
171209	Asic3	5	1942
171210	Acot2	12	2198
171211	Edaradd	13	8103
171212	Galnt10	11	4701
171224	Vmn1r229	17	921
171225	Vmn1r226	17	897
171226	Vmn1r228	17	1443
171227	Vmn1r232	17	1159
171228	Vmn1r225	17	897
171229	Vmn1r227	17	1026
171230	Vmn1r231	17	936
171231	Vmn1r230	17	951
171232	Vmn1r234	17	990
171233	Vmn1r235	17	1781
171234	Vmn1r237	17	870
171235	Vmn1r236	17	1121
171236	Vmn1r233	17	960
171237	Vmn1r73	7	912
171238	Vmn1r80	7	927
171239	Vmn1r76	7	975
171240	Vmn1r74	7	915
171241	Vmn1r75	7	918
171242	Vmn1r78	7	942
171243	Vmn1r83	7	921
171244	Vmn1r81	7	921
171245	Vmn1r-ps103	13	972
171246	Vmn1r200	13	939
171247	Vmn1r199	13	1104
171248	Vmn1r214	13	1104
171249	Vmn1r213	13	1155
171250	Vmn1r206	13	939
171251	Vmn1r205	13	951
171252	Vmn1r208	13	927
171253	Vmn1r215	13	903
171254	Vmn1r198	13	903
171255	Vmn1r201	13	903
171256	Vmn1r218	13	897
171257	Vmn1r195	13	1088
171258	Vmn1r202	13	909
171259	Vmn1r193	13	960
171260	Vmn1r89	7	951
171261	Vmn1r87	7	888
171262	Vmn1r70	7	897
171263	Vmn1r67	7	999
171264	Vmn1r66	7	1524
171265	Vmn1r185	7	960
171267	Vmn1r84	7	957
171268	Vmn1r82	7	915
171269	Vmn1r210	13	921
171270	Vmn1r203	13	936
171271	Vmn1r220	13	897
171272	Vmn1r219	13	939
171273	Vmn1r217	13	897
171274	Vmn1r222	13	927
171275	Vmn1r212	13	1074
171277	Vmn1r211	13	897
171278	Vmn1r197	13	897
171279	Vmn1r216	13	897
171281	Acot3	12	2593
171282	Acot4	12	2325
171283	Havcr1	11	2098
171284	Timd2	11	3384
171285	Havcr2	11	2724
171286	Slc12a8	16	3245
171382	Trpm8	1	3844
171388	Bnipl	3	1788
171405	Slc22a27	19	2151
171429	Slc26a6	9	2725
171463	Il17rd	14	8220
171469	Gpr37l1	1	2253
171486	Cd99l2	X	3600
171504	Apobr	7	3599
171506	H1foo	6	1114
171508	Creld1	6	2034
171530	Ucn2	9	1002
171531	Mlph	1	4484
171543	Bmf	2	4633
171567	Nme7	1	3010
171580	Mical1	10	3563
171588	LOC171588	2	1557
191578	Helq	5	3688
192113	Atp12a	14	3951
192119	Dicer1	12	9851
192120	Bspry	4	1743
192136	Sugct	13	1724
192140	Tmc2	2	3216
192156	Mvd	8	1864
192157	Socs7	11	7015
192159	Prpf8	11	7481
192160	Casc3	11	3742
192161	Pcdha9	18	5341
192163	Pcdha3	18	5230
192164	Pcdha12	18	5254
192166	Sardh	2	4558
192167	Nlgn1	3	5673
192169	Ufsp2	8	1638
192170	Eif4a3	11	1463
192173	Fam195b	11	1205
192174	Rwdd4a	8	2952
192176	Flna	X	8371
192185	Nadk	4	3101
192187	Stab1	14	7995
192188	Stab2	10	8133
192190	Pkhd1l1	15	12739
192191	Med9	11	3013
192192	Shkbp1	7	2347
192193	Edem1	6	5858
192194	Btnl10	11	1028
192195	Ash1l	3	11270
192196	Luc7l2	6	6410
192197	Bcas3	11	3656
192198	Lrrc4	6	3622
192199	Rspo1	4	1834
192200	Wfdc12	2	725
192201	Wfdc15b	2	574
192212	Prom2	2	4266
192216	Tmem47	X	4082
192231	Hexim1	11	3400
192232	Hps4	5	2846
192236	Hps1	19	2754
192285	Phf21a	2	6912
192287	Slc25a36	9	3061
192289	Tmlhe	X	2255
192292	Nrbp1	5	2145
192650	Cabp7	11	699
192651	Zfp286	11	3006
192652	Wdr81	11	6909
192653	Ttc36	9	764
192654	Pla2g15	8	2706
192656	Ripk2	4	1901
192657	Ell2	13	3649
192658	Rfpl4	7	1677
192662	Arhgdia	11	2732
192663	Abcg4	9	3626
192678	Rassf3	10	3424
192734	Lrrc75b	10	4601
192775	Kcnh6	11	2853
192786	Rapgef6	11	11963
192852	Gm12	11	902
192897	Itgb4	11	6169
192950	Nacad	11	4893
192970	Dhrs11	11	1421
192976	Lrrc75a	11	1984
192986	Cyb5d2	11	2376
193003	Pirt	11	3014
193022	Gm53	11	617
193034	Trpv1	11	2520
193043	Zfp3	11	1823
193053	Olfr384	11	939
193116	Slu7	11	3732
193217	BC018473	11	3263
193280	C030037D09Rik	11	1056
193286	BC049762	11	883
193322	Oog1	12	1835
193385	Fam65b	13	7369
193452	Zfp184	13	2703
193670	Rnf185	11	3508
193736	Zbtb12	17	1835
193740	Hspa1a	17	2798
193742	Abhd16a	17	1945
193796	Kdm4b	17	4610
193813	Mcfd2	17	2275
193838	Eme2	17	1521
194126	Mtmr11	3	2812
194219	Slfnl1	4	1762
194225	Gm13103	4	1833
194227	Gm13023	4	1838
194231	Cnksr1	4	2467
194237	Rimkla	4	4065
194268	9930104L06Rik	4	2942
194292	Gm5	5	469
194309	Vps37d	5	1544
194352	Trpv5	6	2600
194357	Moxd2	6	1860
194388	Tet3	6	10906
194401	Mical3	6	9858
194433	Olfr707	7	924
194588	Gm4745	7	1264
194590	Reps2	X	7689
194597	Tmprss11a	5	2657
194655	Klf11	12	3982
194735	4930430D24Rik	X	1194
194738	Rhox11	X	805
194744	Slc25a43	X	1254
194854	Gm9	X	1663
194856	Rhox4e	X	977
194908	Pld6	11	1959
194952	Jmjd4	11	4445
194974	Sun3	11	1301
195018	Zzef1	11	11150
195040	Tmem199	11	1343
195046	Nlrp1a	11	4806
195208	Dcdc2a	13	8040
195236	Pom121l2	13	4971
195333	Gsc2	16	725
195359	Trim40	17	2197
195434	Utp14b	1	3981
195522	Zfp691	4	2394
195531	Gm13152	4	1242
195555	Pramef6	4	1487
195564	Skint3	4	3843
195646	Hs3st2	7	2270
195727	Nhs	X	5382
195733	Grhl1	12	3530
207151	Slc22a19	19	1983
207157	Gm9871	6	1560
207165	Bptf	11	11488
207175	Cetn4	3	1059
207181	Rbms3	9	8215
207182	Ggt7	2	2611
207209	Ccdc154	17	2407
207212	Arhgef17	7	10250
207213	Tdpoz1	3	2302
207214	Larp4	15	6747
207215	Fbxo40	16	2518
207227	Stxbp5l	16	12061
207259	Zbtb7c	18	4572
207278	Fchsd2	7	4411
207304	Hectd1	12	8988
207352	Sec23ip	7	4577
207375	Fam120c	X	7707
207393	Elfn2	15	4861
207425	Wdr11	7	4550
207474	Kctd12b	X	4795
207495	Baiap2l2	15	2072
207521	Dtx4	19	5770
207565	Camkk2	5	4889
207592	Tbc1d16	11	6988
207596	Thsd4	9	9030
207607	Ccdc40	11	4979
207615	Wdr37	13	8000
207618	Zfp804b	5	4032
207667	Skor1	9	3802
207683	Igsf11	16	3412
207686	A330021E22Rik	5	3245
207704	Gtpbp10	5	2932
207728	Pde2a	7	4641
207740	Ubald1	16	1386
207742	Rnf43	11	4311
207777	Bzrap1	11	7616
207781	C2cd2	16	6556
207785	Csrnp2	15	4126
207798	Gramd1c	16	3625
207806	Gm608	16	12607
207818	Smagp	15	1463
207819	4930539E08Rik	17	4594
207839	Galnt6	15	5769
207854	Fmr1nb	X	930
207911	Mchr1	15	2189
207920	Esrp1	4	3969
207921	Fam228b	12	2886
207932	Urb1	16	7365
207952	Klhl25	7	3735
207958	Alg11	8	4964
207965	Vcpkmt	12	1027
208043	Setd1b	5	8858
208076	Pknox2	9	3550
208079	A530053G22Rik	6	1448
208080	Ubap1l	9	1381
208084	Pif1	9	3680
208092	Chmp6	11	1561
208098	Panx3	9	2518
208104	Mlxip	5	8074
208111	9830147E19Rik	7	5011
208117	Aph1b	9	4558
208144	Dhx37	5	4141
208146	Yeats2	16	7344
208151	Tmem132b	5	7964
208154	Btla	16	3235
208158	Map6d1	16	3274
208164	Fam180a	6	1528
208166	Gm609	16	2122
208169	Slc9c1	16	3879
208171	Tmprss7	16	2585
208177	Phldb2	16	5678
208188	Ghsr	3	4433
208194	Exog	9	3888
208198	Btbd2	10	3026
208211	Alg1	16	1759
208213	Tmem132c	5	5113
208228	Mob3a	10	2647
208258	Ankrd33	15	1444
208263	Tor1aip1	1	4439
208266	Dot1l	10	5694
208285	Cyp4f17	17	1693
208292	Zfp871	17	10850
208366	Rpp40	13	2736
208372	Asb18	1	1404
208426	Iqcj	3	1579
208431	Shroom4	X	4428
208439	Klhl29	12	7047
208440	Dip2c	13	8024
208449	Sgms1	19	4539
208501	1810043H04Rik	11	494
208518	Cep78	19	2549
208583	Nek11	9	2625
208595	Mterf1b	5	1368
208606	Rsrc2	5	2176
208613	Tmem212	3	717
208618	Etl4	2	8041
208624	Alg3	16	1425
208628	Kntc1	5	6961
208634	Tspan10	11	2064
208638	Slc25a38	9	1581
208643	Eif4g1	16	5417
208647	Creb3l2	6	3318
208650	Cblb	16	6322
208659	Fam20a	11	2541
208665	Akr1d1	6	2699
208666	Diras1	10	2920
208677	Creb3l3	10	2283
208691	Eif5a2	3	4992
208715	Hmgcs1	13	3577
208718	Dis3l2	1	3171
208727	Hdac4	1	3945
208748	Prrg3	X	5898
208760	Aqp12	1	1088
208768	Sde2	1	3190
208777	Sned1	1	4474
208795	Tmem63a	1	3239
208820	Triqk	4	1501
208836	Fanci	7	4619
208846	Daam1	12	6319
208869	Dock3	9	9063
208884	Zdhhc9	X	2995
208890	Slc26a7	4	2371
208898	Unc13c	9	8079
208908	Ccdc62	5	3920
208922	Cpeb3	19	6618
208936	Adamts18	8	4855
208943	Myo5c	9	6732
208967	Thnsl1	2	3899
208968	Zfp280c	X	4474
208982	Hmgcll1	9	3615
208990	Npb	11	549
208994	Fam83b	9	3136
209003	Rbmx2	X	1743
209005	Gm595	X	2122
209011	Sirt7	11	1715
209012	Ulk4	9	4078
209018	Vps8	16	5033
209027	Pycr1	11	2914
209032	Zc3hav1l	6	6538
209039	Tenc1	15	4707
209047	Gipc3	10	1024
209086	Samd9l	6	5328
209091	Ccnb3	X	4554
209131	Snx30	4	7507
209176	Ido2	8	3014
209186	Acnat2	4	1659
209195	Clic6	16	3743
