"","Collection","Gene_Set","Size","N_Comp","Pval_Max","Pval_Meta","Abs_NES_Min","Abs_NES_Avg","B_Cell_NES","T_Cell_Pval","Monocyte_NES","B_Cell_Pval","T_Cell_NES","Monocyte_Pval"
"7211","C3_TF_targets","C3_TFT_335_V_GCM_Q2",231,3,0.76620823,2.3213378194783e-06,0.89623815,1.24287901666667,-1.3519111,0.015486726,-1.4804878,0.005226481,0.89623815,0.76620823
"7212","C2_Chemical_and_genetic_perturbations","C2_CGP_1902_BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN",32,3,0.905303,0.0911595973597951,0.72556955,1.01946675,-1.3518498,0.085260116,-0.72556955,0.905303,0.9809809,0.46360153
"7213","C2_Chemical_and_genetic_perturbations","C2_CGP_740_LI_CISPLATIN_RESISTANCE_DN",34,3,0.8048327,0.0471304019367538,0.7952449,1.07417636666667,-1.3518467,0.07647908,-0.7952449,0.8048327,1.0754375,0.35550934
"7214","C2_Chemical_and_genetic_perturbations","C2_CGP_481_KERLEY_RESPONSE_TO_CISPLATIN_UP",44,3,0.94787645,0.127278247293004,0.7041421,0.994084266666667,-1.3518353,0.086065575,-0.9262754,0.5711538,-0.7041421,0.94787645
"7215","GO_CC","503563_GO_0034361_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE",20,3,0.7991803,0.0543213764613405,0.772431,1.09305536666667,-1.3518134,0.11515152,0.772431,0.7991803,1.1549217,0.26359832
"7216","GO_BP","506567_GO_0043536_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",23,3,0.27128714,0.000373574367254658,1.1299151,1.32226586666667,-1.3517759,0.10413476,-1.1299151,0.27128714,-1.4851066,0.036437247
"7217","REACTOME","477139_REACT_111214_G0_AND_EARLY_G1",25,3,0.96755725,0.00652288275594631,0.64131457,1.13734102333333,-1.351774,0.09171598,-0.64131457,0.96755725,-1.4189345,0.06521739
"7218","GO_MF","497890_GO_0019001_GUANYL_NUCLEOTIDE_BINDING",381,3,0.71929824,3.15599143248638e-07,0.93544686,1.20841418666667,-1.3517569,0.007399577,0.93544686,0.71929824,-1.3380388,0.0040650405
"7219","GO_BP","753097_GO_1900102_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE",9,3,0.75,0.0722847871735225,0.77588314,1.07557291333333,-1.3517509,0.12624584,-0.77588314,0.75,-1.0990847,0.31663325
"7220","C2_Chemical_and_genetic_perturbations","C2_CGP_85_TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN",64,3,0.07692308,1.62458907738763e-07,1.3517404,1.4615185,-1.3517404,0.07692308,-1.4983371,0.017013233,-1.534478,0.0116959065
"7221","C7_Immunologic_signatures","C7_ALL_1450_GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_DN",199,3,0.60045147,0.000930548995564953,0.95351523,1.15175337666667,-1.3517303,0.02173913,0.95351523,0.60045147,-1.1500146,0.13457558
"7222","C3_TF_targets","C3_TFT_305_V_STAT3_02",143,3,0.87318087,7.96736047795629e-06,0.8508005,1.2246017,-1.3517079,0.026537998,-1.4712967,0.0051903115,-0.8508005,0.87318087
"7223","C1_Positional","C1_ALL_147_CHR1Q32",145,3,0.7899807,0.00225658906381205,0.8783389,1.14681333333333,-1.3516873,0.036643025,-1.2104138,0.1033275,0.8783389,0.7899807
"7224","GO_BP","1025448_GO_1990440_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",10,3,0.8833652,0.296542226610738,0.6845055,0.9078904,-1.3516835,0.12718602,-0.6845055,0.87169814,0.6874822,0.8833652
"7225","C7_Immunologic_signatures","C7_ALL_768_GSE17974_0H_VS_1H_IN_VITRO_ACT_CD4_TCELL_DN",196,3,0.14091681,2.25634222132666e-07,1.1598127,1.30994156666667,-1.3516798,0.023282887,-1.1598127,0.14091681,1.4183322,0.0055350554
"7226","GO_BP","518819_GO_2000171_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT",16,3,0.78063244,0.0269105710006782,0.7654641,1.14274023333333,-1.3515451,0.11994003,-1.3112115,0.15749526,-0.7654641,0.78063244
"7227","C3_TF_targets","C3_TFT_460_V_AP4_Q6_01",255,3,0.8498024,0.000137702477228061,0.87460804,1.14247381333333,-1.3515017,0.008938547,-1.2013117,0.07653061,0.87460804,0.8498024
"7228","C2_BioCarta_Pathways","C2_CP_BIOCARTA_20_BIOCARTA_AGPCR_PATHWAY",12,3,0.3936842,0.0178859171399315,1.0613604,1.2052625,-1.3512489,0.12305296,1.0613604,0.3936842,-1.2031782,0.23060797
"7229","C3_TF_targets","C3_TFT_575_GATAAGR_V_GATA_C",287,3,0.40535715,1.89867905296204e-06,1.019751,1.19150036666667,-1.3511391,0.0022075055,-1.019751,0.40535715,1.203611,0.062271062
"7230","GO_BP","488421_GO_0002548_MONOCYTE_CHEMOTAXIS",17,3,0.12062257,0.000106596122342746,1.3510758,1.41609056666667,-1.3510758,0.10091743,1.5376681,0.041322313,1.3595278,0.12062257
"7231","GO_BP","510374_GO_0048260_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS",37,3,0.90434784,0.0482943662030917,0.7119215,1.05287736666667,-1.350807,0.07932011,0.7119215,0.90434784,1.0959036,0.31047618
"7232","C2_Chemical_and_genetic_perturbations","C2_CGP_966_FALVELLA_SMOKERS_WITH_LUNG_CANCER",78,3,0.8504464,0.0615598482286434,0.8348625,1.03487428,-1.3507733,0.048843186,0.8348625,0.8504464,0.91898704,0.6402439
"7233","GO_CC","501516_GO_0032281_ALPHA_AMINO_3_HYDROXY_5_METHYL_4_ISOXAZOLEPROPIONIC_ACID_SELECTIVE_GLUTAMATE_RECEPTOR_COMPLEX",27,3,0.2745491,9.61863087594744e-06,1.130957,1.38456776666667,-1.3506821,0.11764706,-1.130957,0.2745491,1.6720642,0.0041237115
"7234","GO_BP","500895_GO_0031646_POSITIVE_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS",71,3,0.5745098,0.00618228037228421,0.94605285,1.17461365,-1.3506373,0.062834226,-1.2271508,0.15495495,-0.94605285,0.5745098
"7235","KEGG_reaction","R00631_ALDEHYDE_NAD_OXIDOREDUCTASE_ALDEHYDE_NAD_H2O_FATTY_ACID_NADH_H_",5,3,0.8408644,0.0487440516146573,0.6987418,1.0900565,-1.3505368,0.11818182,0.6987418,0.8408644,-1.2208909,0.22562142
"7236","GO_BP","508487_GO_0046189_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",35,3,0.4029304,0.00849781054508117,1.0315411,1.20117683333333,-1.3503541,0.09544787,-1.0315411,0.4029304,-1.2216353,0.17821783
"7237","KEGG_compound","C05270_HEXANOYL_COA",10,3,0.90221405,0.000375483106673449,0.6155358,1.2325136,-1.3503145,0.116719246,-0.6155358,0.90221405,-1.7316905,0.009803922
"7238","GO_MF","489269_GO_0003725_DOUBLE_STRANDED_RNA_BINDING",59,3,0.7777778,5.95916341020299e-06,0.8338294,1.29623486666667,-1.3502886,0.067017086,0.8338294,0.7777778,-1.7045866,0.0019723866
"7239","C2_Chemical_and_genetic_perturbations","C2_CGP_2809_FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_UP",35,3,0.4711934,0.0229176639403566,0.9887952,1.1435573,-1.3502731,0.08713693,0.9887952,0.4711934,-1.0916036,0.32172132
"7240","C2_BioCarta_Pathways","C2_CP_BIOCARTA_10_BIOCARTA_AKAP95_PATHWAY",12,3,0.49800798,0.0583367535865633,0.95684725,1.10116245,-1.3501725,0.11893584,0.9964676,0.43153527,-0.95684725,0.49800798
"7241","C2_Chemical_and_genetic_perturbations","C2_CGP_856_WANG_HCP_PROSTATE_CANCER",109,3,0.84827584,0.0412731206059748,0.8419978,1.03694793333333,-1.3501697,0.03598015,0.8419978,0.84827584,-0.9186763,0.6519115
"7242","KEGG_reaction","R01752_D_GLYCERALDEHYDE_NAD_OXIDOREDUCTASE_D_GLYCERALDEHYDE_NAD_H2O_D_GLYCERATE_NADH_H_",5,3,0.81504065,0.0441487358948084,0.70842487,1.09799185666667,-1.3501152,0.10517241,0.70842487,0.81504065,-1.2354355,0.24356435
"7243","REACTOME","645330_REACT_121006_ACYL_CHAIN_REMODELING_OF_CL",6,3,0.9502982,0.0264489879039891,0.5706864,1.09601263333333,-1.3500851,0.12116041,-0.5706864,0.9502982,-1.3672664,0.12655602
"7244","GO_BP","507528_GO_0046688_RESPONSE_TO_COPPER_ION",21,3,0.87946427,0.0443386777713157,0.717131,1.07643333333333,-1.3500816,0.10225564,0.717131,0.87946427,-1.1620874,0.23287672
"7245","GO_BP","512411_GO_0051533_POSITIVE_REGULATION_OF_NFAT_PROTEIN_IMPORT_INTO_NUCLEUS",7,3,0.13448276,2.14498444737942e-05,1.3500719,1.46484066666667,-1.3500719,0.13448276,-1.6475972,0.015873017,-1.3968529,0.09664694
"7246","GO_BP","495204_GO_0014808_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM",7,3,0.9304175,0.164800921411113,0.60670346,0.960821786666667,-1.3500638,0.11564626,0.60670346,0.9304175,0.9256981,0.5362035
"7247","C2_Chemical_and_genetic_perturbations","C2_CGP_553_HWANG_PROSTATE_CANCER_MARKERS",27,3,0.7676191,0.0489508174834102,0.8127825,1.0904539,-1.3495389,0.096296296,1.1090403,0.30425057,-0.8127825,0.7676191
"7248","C2_Chemical_and_genetic_perturbations","C2_CGP_2258_SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP",93,3,0.23858921,4.54132543526809e-06,1.1166023,1.33040636666667,-1.3495337,0.033877037,-1.5250831,0.010989011,-1.1166023,0.23858921
"7249","C7_Immunologic_signatures","C7_ALL_148_GSE13306_TREG_VS_TCONV_LAMINA_PROPRIA_DN",198,3,0.8506944,0.0056184992197197,0.8422168,1.08535636666667,-1.3495209,0.021158129,-0.8422168,0.8506944,-1.0643314,0.29253113
"7250","GO_CC","507504_GO_0045111_INTERMEDIATE_FILAMENT_CYTOSKELETON",187,3,0.075723834,1.13032963348167e-09,1.2110027,1.33287526666667,-1.3495064,0.016,1.2110027,0.075723834,1.4381167,0.001
"7251","GO_BP","492844_GO_0008584_MALE_GONAD_DEVELOPMENT",120,3,0.67718,0.026334158190935,0.90515494,1.06173493666667,-1.3494469,0.03329223,-0.90515494,0.67718,-0.93060297,0.6444008
"7252","C2_Chemical_and_genetic_perturbations","C2_CGP_1782_VERRECCHIA_RESPONSE_TO_TGFB1_C5",20,3,0.14689265,0.000164552017546462,1.2944168,1.40446216666667,-1.34938,0.10692771,1.5695897,0.040948275,1.2944168,0.14689265
"7253","GO_BP","508801_GO_0046545_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS",85,3,0.7218182,0.00625558897686833,0.884914,1.1464094,-1.3493755,0.05541237,-0.884914,0.7218182,1.2049387,0.1409002
"7254","GO_BP","849936_GO_1902235_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",25,3,0.65265083,0.00263165031291921,0.8830902,1.2172738,-1.3492868,0.094814815,-0.8830902,0.65265083,-1.4194444,0.053097345
"7255","GO_MF","492542_GO_0008201_HEPARIN_BINDING",137,3,0.1891892,1.25950794044152e-06,1.1367058,1.34534896666667,-1.3492023,0.039951574,1.1367058,0.1891892,1.5501388,0.0059288535
"7256","GO_BP","506222_GO_0043149_STRESS_FIBER_ASSEMBLY",14,3,0.7921348,0.0102060732261704,0.77296007,1.17491055666667,-1.3491745,0.11980831,-0.77296007,0.7921348,1.4025971,0.08130081
"7257","GO_MF","496957_GO_0017166_VINCULIN_BINDING",10,3,0.9113924,0.269981249556839,0.631257,0.90587458,-1.3491607,0.12241653,0.631257,0.9113924,-0.73720604,0.8024948
"7258","GO_MF","517414_GO_0072509_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",162,3,0.6184486,1.9241643705017e-07,0.9377451,1.29543466666667,-1.3491232,0.027027028,-1.5994357,0.001,-0.9377451,0.6184486
"7259","C2_Chemical_and_genetic_perturbations","C2_CGP_1190_TOMIDA_LUNG_CANCER_POOR_SURVIVAL",5,3,0.84199584,0.0125997481427292,0.6893294,1.15531613333333,-1.3491071,0.1299639,0.6893294,0.84199584,-1.4275119,0.080912866
"7260","KEGG_reaction","R04065_IMIDAZOLE_ACETALDEHYDE_NAD_OXIDOREDUCTASE_IMIDAZOLE_4_ACETALDEHYDE_NAD_H2O_IMIDAZOLE_4_ACETATE_NADH_H_",5,3,0.83168316,0.0494789286947369,0.6924161,1.08684493333333,-1.3489075,0.11692844,0.6924161,0.83168316,-1.2192112,0.23306774
"7261","GO_BP","511928_GO_0050995_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS",18,3,0.63583815,0.104027248012077,0.88905424,1.05658123,-1.3486549,0.11398176,-0.93203455,0.5473098,0.88905424,0.63583815
"7262","C2_Chemical_and_genetic_perturbations","C2_CGP_2517_LINDSTEDT_DENDRITIC_CELL_MATURATION_C",67,3,0.91803277,0.00154960403803141,0.76439524,1.17047478,-1.3485959,0.058124173,1.3984332,0.04464286,-0.76439524,0.91803277
"7263","C2_Chemical_and_genetic_perturbations","C2_CGP_2397_BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_UP",60,3,0.99126637,0.0214997768914134,0.6155105,1.0491216,-1.3485855,0.066401064,0.6155105,0.99126637,-1.1832688,0.19215687
"7264","C3_TF_targets","C3_TFT_237_V_AREB6_04",246,3,0.8057851,0.000883632472287986,0.890738,1.12786926666667,-1.3484828,0.01632209,-1.144387,0.12953368,-0.890738,0.8057851
"7265","REACTOME","106232_REACT_1132_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS",11,3,0.47984645,0.0667492669117514,0.97367954,1.10822521333333,-1.3483759,0.13036565,-0.97367954,0.47984645,-1.0026202,0.45148516
"7266","C2_Chemical_and_genetic_perturbations","C2_CGP_2747_WANG_RECURRENT_LIVER_CANCER_DN",16,3,0.13141684,0.000313944928555816,1.3337609,1.3806752,-1.348288,0.11854103,1.3337609,0.13141684,1.4599767,0.059760958
"7267","GO_BP","488877_GO_0035814_NEGATIVE_REGULATION_OF_RENAL_SODIUM_EXCRETION",6,3,0.47346938,0.0653389740751636,0.9960217,1.11363955,-1.3482878,0.1252115,0.99660915,0.46887967,-0.9960217,0.47346938
"7268","GO_BP","500890_GO_0031641_REGULATION_OF_MYELINATION",28,3,0.6098901,0.0589261808279154,0.91522163,1.08380617666667,-1.3482616,0.09022556,-0.91522163,0.6098901,-0.9879353,0.4679487
"7269","C3_TF_targets","C3_TFT_249_CCTNTMAGA_UNKNOWN",125,3,0.7107143,0.00695968851095069,0.9002941,1.12931986666667,-1.3482518,0.039759036,-0.9002941,0.7107143,-1.1394137,0.21343873
"7270","C7_Immunologic_signatures","C7_ALL_397_GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_UP",196,3,0.4440678,0.000103476376181643,1.0055307,1.1869341,-1.3481607,0.014573991,-1.0055307,0.4440678,-1.2071109,0.07643312
"7271","C3_TF_targets","C3_TFT_478_V_ER_Q6_02",248,3,0.61821365,0.0031538075592337,0.947279,1.10227746666667,-1.3481438,0.014176663,-0.947279,0.61821365,1.0114096,0.41902834
"7272","C2_Chemical_and_genetic_perturbations","C2_CGP_1616_JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_DN",41,3,0.8792711,0.105744742786665,0.74782497,1.00226651,-1.3480543,0.07565337,0.74782497,0.8792711,-0.91092026,0.6040404
"7273","C2_Chemical_and_genetic_perturbations","C2_CGP_195_GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP",32,3,1,0.276143733967119,0.45526627,0.829050956666667,-1.3480368,0.0947205,0.45526627,1,0.6838498,0.96564883
"7274","C3_TF_targets","C3_TFT_259_V_SPZ1_01",226,3,0.47698745,2.63495570967151e-05,0.99752694,1.21418458,-1.3479668,0.023569023,-1.29706,0.020547945,-0.99752694,0.47698745
"7275","GO_CC","492644_GO_0008328_IONOTROPIC_GLUTAMATE_RECEPTOR_COMPLEX",50,3,0.5199203,1.27731175112074e-06,0.9640888,1.4547812,-1.3479555,0.086834736,-0.9640888,0.5199203,2.0522993,0.001
"7276","GO_BP","518347_GO_0090207_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS",29,3,0.9618875,0.0955326974151149,0.62786585,1.01598545,-1.347943,0.11350574,-0.62786585,0.9618875,-1.0721475,0.33988214
"7277","KEGG_compound","C02670_D_GLUCURONOLACTONE_GLUCURONE_D_GLUCURONO_3_6_LACTONE_D_GLUCURONE",5,3,0.82194614,0.0575095436434207,0.6933998,1.0908026,-1.3479369,0.1356784,0.6933998,0.82194614,-1.2310711,0.22680412
"7278","GO_BP","491048_GO_0006063_URONIC_ACID_METABOLIC_PROCESS",26,3,0.096491225,3.01365225658882e-07,1.3478985,1.51406283333333,-1.3478985,0.096491225,1.5543526,0.027196653,1.6399374,0.008048289
"7279","GO_MF","496834_GO_0017002_ACTIVIN_ACTIVATED_RECEPTOR_ACTIVITY",7,3,0.79693484,0.209440090609027,0.7308543,0.94061861,-1.3477967,0.11241611,-0.74320483,0.7924528,0.7308543,0.79693484
"7280","C2_Chemical_and_genetic_perturbations","C2_CGP_551_OZANNE_AP1_TARGETS_UP",17,3,0.6987952,0.114447470717326,0.8389405,1.042607,-1.3477558,0.11145997,0.9411247,0.5492662,0.8389405,0.6987952
"7281","C7_Immunologic_signatures","C7_ALL_376_GSE15659_RESTING_VS_ACTIVATED_TREG_DN",195,3,0.99792963,0.0063923222279494,0.7196788,1.05414743333333,-1.3477495,0.024390243,1.095014,0.23474178,-0.7196788,0.99792963
"7282","C2_Chemical_and_genetic_perturbations","C2_CGP_3177_AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_DN",16,3,0.55258125,0.0502084661147842,0.9368083,1.12848906666667,-1.3477049,0.12848297,-0.9368083,0.55258125,1.100954,0.32264528
"7283","GO_BP","512129_GO_0051235_MAINTENANCE_OF_LOCATION",163,3,1,0.0375558633297348,0.6600054,0.988584386666667,-1.3476993,0.034843206,-0.6600054,1,-0.95804846,0.53404254
"7284","C3_MicroRNA_targets","C3_MIR_100_AAACCAC_MIR_140",109,3,0.8085502,0.0229287100501625,0.85049736,1.07563392,-1.3476534,0.042735044,-0.85049736,0.8085502,-1.028751,0.3824131
"7285","C7_Immunologic_signatures","C7_ALL_509_GSE17721_CTRL_VS_CPG_24H_BMDM_UP",195,3,0.87024224,0.000428576563546363,0.82770187,1.13189202333333,-1.3476366,0.019252548,-0.82770187,0.87024224,-1.2203376,0.06653226
"7286","KEGG_compound","C05981_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_1_PHOSPHATIDYL_1D_MYO_INOSITOL_3_4_5_TRISPHOSPHATE_1_2_DIACYL_SN_GLYCERO_3_PHOSPHO_1_MYO_INOSITOL_3_4_5_BISPHOSPHATE_",11,3,0.80318093,0.201487645748761,0.74020565,0.980658683333333,-1.3475953,0.12944984,-0.74020565,0.80318093,-0.8541751,0.6598778
"7287","GO_BP","493697_GO_0009566_FERTILIZATION",134,3,0.85588753,0.0224333369661789,0.8344495,1.0520418,-1.3475441,0.02846975,-0.8344495,0.85588753,-0.9741318,0.5342742
"7288","C3_TF_targets","C3_TFT_18_AACWWCAANK_UNKNOWN",139,3,0.88481677,0.000504232369053554,0.81861615,1.14982895,-1.3475082,0.033997655,-0.81861615,0.88481677,-1.2833625,0.040733196
"7289","C2_Chemical_and_genetic_perturbations","C2_CGP_1012_FREDERICK_PRKCI_TARGETS",9,3,0.693837,0.109885780941247,0.8279411,1.03689335333333,-1.3474947,0.11419249,-0.8279411,0.693837,-0.93524426,0.52277225
"7290","WikiPathways","198760_WP395_IL_4_SIGNALING_PATHWAY",62,3,0.7682243,0.0285084740899159,0.83286864,1.09193214666667,-1.3474432,0.06802721,-0.83286864,0.7682243,-1.0954846,0.2936345
"7291","GO_BP","514128_GO_0060573_CELL_FATE_SPECIFICATION_INVOLVED_IN_PATTERN_SPECIFICATION",9,3,0.55212355,0.0975279776425525,0.9318474,1.08015791333333,-1.3474363,0.13764511,-0.96119004,0.49621212,0.9318474,0.55212355
"7292","C2_Chemical_and_genetic_perturbations","C2_CGP_2120_KYNG_DNA_DAMAGE_UP",219,3,0.96153843,0.0256006297202177,0.7844356,0.98412021,-1.3473762,0.015765766,-0.7844356,0.96153843,-0.82054883,0.93991417
"7293","C1_Positional","C1_ALL_300_CHR7P15",75,3,0.86221296,0.00715719435867998,0.8018377,1.12789153333333,-1.3473564,0.058748405,1.2344805,0.121212125,-0.8018377,0.86221296
"7294","GO_BP","488135_GO_0002262_MYELOID_CELL_HOMEOSTASIS",96,3,0.11967546,4.44200070322376e-05,1.2208312,1.3067966,-1.3472618,0.055693068,1.3522968,0.046255507,-1.2208312,0.11967546
"7295","GO_BP","513488_GO_0055057_NEUROBLAST_DIVISION",12,3,0.95933455,0.298353929652401,0.54617465,0.869537736666667,-1.3472522,0.12071778,-0.54617465,0.95933455,0.71518636,0.8506876
"7296","GO_CC","490883_GO_0005875_MICROTUBULE_ASSOCIATED_COMPLEX",134,3,0.41197184,0.0071713868215197,1.0093467,1.13615466666667,-1.3471807,0.04540024,-1.0093467,0.41197184,-1.0519366,0.32868525
"7297","GO_BP","501622_GO_0032387_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT",108,3,0.81226766,0.0120099324484029,0.8547534,1.10114486666667,-1.347164,0.042079207,-0.8547534,0.81226766,-1.1015172,0.2510288
"7298","GO_BP","493361_GO_0009165_NUCLEOTIDE_BIOSYNTHETIC_PROCESS",216,3,0.9002217,2.71538405125546e-06,0.86136335,1.19885758333333,-1.3471627,0.016778523,0.86136335,0.9002217,-1.3880467,0.004464286
"7299","WikiPathways","198800_WP524_G13_SIGNALING_PATHWAY",38,3,0.8460039,0.106443307797706,0.7729987,1.0205212,-1.3470391,0.08600583,0.9415258,0.55510205,-0.7729987,0.8460039
"7300","GO_BP","504610_GO_0035426_EXTRACELLULAR_MATRIX_CELL_SIGNALING",5,3,0.700611,0.00635899215215711,0.82064456,1.21770518666667,-1.3470163,0.11785714,-0.82064456,0.700611,1.4854547,0.06896552
"7301","C4_Cancer_gene_neighborhoods","C4_CGN_340_GNF2_CKS1B",37,3,0.094420604,9.17928801945066e-06,1.3467857,1.41788386666667,-1.3467857,0.094420604,1.5418313,0.01898734,-1.3650346,0.072434604
"7302","C7_Immunologic_signatures","C7_ALL_1688_GSE3982_BASOPHIL_VS_EFF_MEMORY_CD4_TCELL_DN",193,3,0.9982993,0.0020582000874909,0.6616371,1.052409,-1.3467633,0.021814007,-0.6616371,0.9982993,-1.1488266,0.12987013
"7303","C7_Immunologic_signatures","C7_ALL_683_GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDM_UP",197,3,0.74946004,0.0153680860120595,0.90004057,1.05100527,-1.3466443,0.019165726,-0.90004057,0.702847,-0.90633094,0.74946004
"7304","GO_BP","514141_GO_0060586_MULTICELLULAR_ORGANISMAL_IRON_ION_HOMEOSTASIS",7,3,0.675,0.0546345115946139,0.8241596,1.11403433333333,-1.3466159,0.13095239,0.8241596,0.675,-1.1713275,0.27559054
"7305","C2_Chemical_and_genetic_perturbations","C2_CGP_411_LINDGREN_BLADDER_CANCER_CLUSTER_2A_UP",8,3,0.44354838,0.0076596320725976,1.0031326,1.25246336666667,-1.3464994,0.12038523,1.4077581,0.12008282,-1.0031326,0.44354838
"7306","C2_Chemical_and_genetic_perturbations","C2_CGP_3282_PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP",54,3,0.6822034,0.0694170100433796,0.8902611,1.07042666666667,-1.3463695,0.08559783,0.8902611,0.6822034,0.9746494,0.4980315
"7307","GO_BP","489101_GO_0003309_TYPE_B_PANCREATIC_CELL_DIFFERENTIATION",15,3,0.55533594,0.0287535668437726,0.9237399,1.1617593,-1.3462279,0.13987139,0.9237399,0.55533594,1.2153101,0.1987315
"7308","GO_BP","513734_GO_0060177_REGULATION_OF_ANGIOTENSIN_METABOLIC_PROCESS",13,3,0.5761317,0.00303967561539944,0.90677345,1.26093595,-1.3460273,0.11285266,1.5300071,0.055214725,0.90677345,0.5761317
"7309","KEGG_reaction","R01986_4_AMINOBUTYRALDEHYDE_NAD_OXIDOREDUCTASE_4_AMINOBUTYRALDEHYDE_NADP_H2O_4_AMINOBUTANOATE_NADPH_H_",5,3,0.84444445,0.0582694192185894,0.68986493,1.09263657666667,-1.34593,0.13636364,0.68986493,0.84444445,-1.2421148,0.22178218
"7310","GO_BP","518934_GO_2000288_POSITIVE_REGULATION_OF_MYOBLAST_PROLIFERATION",6,3,0.6950495,0.117731669919762,0.81314427,1.03393059,-1.34581,0.123893805,0.81314427,0.6950495,0.9428375,0.5081633
"7311","C2_BioCarta_Pathways","C2_CP_BIOCARTA_196_BIOCARTA_TH1TH2_PATHWAY",19,3,0.80942625,0.0917193621754394,0.7620634,1.02871719,-1.345787,0.09337349,0.7620634,0.80942625,0.97830117,0.4757085
"7312","C2_Chemical_and_genetic_perturbations","C2_CGP_2262_SMID_BREAST_CANCER_RELAPSE_IN_LIVER_UP",6,3,0.7480769,0.0830038925435208,0.7978898,1.0742288,-1.3456479,0.12041885,1.0791487,0.36960986,-0.7978898,0.7480769
"7313","C7_Immunologic_signatures","C7_ALL_282_GSE1432_1H_VS_24H_IFNG_MICROGLIA_DN",200,3,0.20547946,1.95346585894721e-08,1.1037304,1.44984056666667,-1.3455616,0.025,1.1037304,0.20547946,-1.9002297,0.001
"7314","KEGG_pathway","HSA04975_FAT_DIGESTION_AND_ABSORPTION",34,3,0.16539924,0.00148416087825044,1.2215556,1.26489546666667,-1.3455198,0.08766716,-1.2215556,0.16539924,1.227611,0.16007534
"7315","C2_Chemical_and_genetic_perturbations","C2_CGP_2010_KIM_LRRC3B_TARGETS",30,3,0.2765531,4.9220240785997e-05,1.1244253,1.37638093333333,-1.3455124,0.09343065,1.6592051,0.012631579,-1.1244253,0.2765531
"7316","GO_CC","515618_GO_0070688_MLL5_L_COMPLEX",8,3,0.48033127,0.0590169916563582,0.9870719,1.1360543,-1.3454703,0.14642262,1.0756207,0.36654136,-0.9870719,0.48033127
"7317","GO_BP","502350_GO_0033129_POSITIVE_REGULATION_OF_HISTONE_PHOSPHORYLATION",6,3,0.44023904,0.0116789556144902,1.014354,1.22953296666667,-1.3453665,0.13344316,-1.3288784,0.14340344,-1.014354,0.44023904
"7318","GO_BP","501541_GO_0032306_REGULATION_OF_PROSTAGLANDIN_SECRETION",12,3,0.81086516,0.103680766994109,0.7653191,1.05670396666667,-1.3453088,0.13301282,0.7653191,0.81086516,1.059484,0.3668033
"7319","GO_BP","502006_GO_0032780_NEGATIVE_REGULATION_OF_ATPASE_ACTIVITY",11,3,0.87103176,0.041667894810558,0.67383784,1.10322378,-1.3451505,0.13145539,-1.290683,0.17495395,-0.67383784,0.87103176
"7320","C2_Chemical_and_genetic_perturbations","C2_CGP_1187_MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_DN",17,3,0.8733459,0.113942664155303,0.69509065,1.01197855,-1.3449105,0.107644305,-0.69509065,0.8733459,0.9959345,0.45346534
