id	chromosome	start	end	transcript	gene
exon_595335	chr9	65839938	65840054	rna55735	102632168
exon_595336	chr9	65840852	65841198	rna55735	102632168
exon_595337	chr9	65832116	65832204	rna55736	102632168
exon_595338	chr9	65835135	65835239	rna55736	102632168
exon_595339	chr9	65840852	65841198	rna55736	102632168
exon_595340	chr9	65832116	65832204	rna55737	102632168
exon_595341	chr9	65835135	65835239	rna55737	102632168
exon_595342	chr9	65839938	65840845	rna55737	102632168
exon_595343	chr9	65832116	65832204	rna55738	102632168
exon_595344	chr9	65835135	65835239	rna55738	102632168
exon_595345	chr9	65835539	65835779	rna55738	102632168
exon_595346	chr9	65832127	65832204	rna55739	102632168
exon_595347	chr9	65840852	65841198	rna55739	102632168
exon_595546	chr9	66060169	66060400	rna55755	19035
exon_595547	chr9	66061467	66061580	rna55755	19035
exon_595548	chr9	66062989	66063082	rna55755	19035
exon_595549	chr9	66065487	66065671	rna55755	19035
exon_595550	chr9	66066295	66066629	rna55755	19035
exon_595577	chr9	66124607	66124886	rna55760	56440
exon_595578	chr9	66109517	66109628	rna55760	56440
exon_595579	chr9	66105521	66105648	rna55760	56440
exon_595580	chr9	66104873	66104936	rna55760	56440
exon_595581	chr9	66101341	66101384	rna55760	56440
exon_595582	chr9	66098331	66098472	rna55760	56440
exon_595583	chr9	66097399	66097477	rna55760	56440
exon_595584	chr9	66096558	66096633	rna55760	56440
exon_595585	chr9	66094622	66094735	rna55760	56440
exon_595586	chr9	66094359	66094452	rna55760	56440
exon_595587	chr9	66093159	66093364	rna55760	56440
exon_595588	chr9	66090587	66090730	rna55760	56440
exon_595589	chr9	66089528	66089608	rna55760	56440
exon_595590	chr9	66089118	66089189	rna55760	56440
exon_595591	chr9	66088127	66088569	rna55760	56440
exon_596442	chr9	66946076	66946180	rna55794	67941
exon_596443	chr9	66946831	66946939	rna55794	67941
exon_596444	chr9	66947587	66947697	rna55794	67941
exon_596445	chr9	66948639	66948717	rna55794	67941
exon_596446	chr9	66949329	66949520	rna55794	67941
exon_596447	chr9	66946118	66946180	rna55795	67941
exon_596448	chr9	66946831	66946939	rna55795	67941
exon_596449	chr9	66947587	66947697	rna55795	67941
exon_596450	chr9	66949329	66949509	rna55795	67941
exon_598106	chr9	70082897	70083046	rna55926	105243447
exon_598107	chr9	70080221	70080452	rna55926	105243447
exon_598108	chr9	70079791	70080016	rna55926	105243447
exon_598109	chr9	70082897	70083046	rna55927	105243447
exon_598110	chr9	70080627	70080738	rna55927	105243447
exon_598111	chr9	70080221	70080452	rna55927	105243447
exon_598112	chr9	70079791	70080016	rna55927	105243447
exon_598967	chr9	71373223	71373370	rna56008	102635427
exon_598968	chr9	71372770	71373015	rna56008	102635427
exon_598969	chr9	71372476	71372545	rna56008	102635427
exon_598970	chr9	71371905	71372018	rna56008	102635427
exon_598971	chr9	71371254	71371570	rna56008	102635427
exon_598972	chr9	71485684	71485983	rna56009	28015
exon_598973	chr9	71483167	71483805	rna56009	28015
exon_598974	chr9	71481342	71481546	rna56009	28015
exon_598975	chr9	71478437	71479540	rna56009	28015
exon_598976	chr9	71484735	71484958	rna56010	28015
exon_598977	chr9	71483167	71483805	rna56010	28015
exon_598978	chr9	71481342	71481546	rna56010	28015
exon_598979	chr9	71478437	71479540	rna56010	28015
exon_599660	chr9	72488082	72489489	rna56064	102635743
exon_599661	chr9	72519832	72519939	rna56064	102635743
exon_599662	chr9	72521632	72522202	rna56064	102635743
exon_599663	chr9	72514688	72515655	rna56065	102635743
exon_599664	chr9	72519832	72519939	rna56065	102635743
exon_599665	chr9	72521632	72522202	rna56065	102635743
exon_599669	chr9	72519034	72519096	rna56067	102635743
exon_599670	chr9	72519832	72519939	rna56067	102635743
exon_599671	chr9	72521632	72522202	rna56067	102635743
exon_600484	chr9	74863062	74863136	rna56138	102636520
exon_600485	chr9	74841061	74841171	rna56138	102636520
exon_600486	chr9	74816820	74816974	rna56138	102636520
exon_600487	chr9	74792582	74792673	rna56138	102636520
exon_600488	chr9	74863062	74863136	rna56139	102636520
exon_600489	chr9	74841022	74841171	rna56139	102636520
exon_600490	chr9	74816820	74816974	rna56139	102636520
exon_600491	chr9	74792582	74792673	rna56139	102636520
exon_600492	chr9	74844103	74844995	rna56140	102636520
exon_600493	chr9	74841022	74841171	rna56140	102636520
exon_600494	chr9	74816820	74816974	rna56140	102636520
exon_600495	chr9	74792582	74792673	rna56140	102636520
exon_600496	chr9	74863062	74863136	rna56141	102636520
exon_600497	chr9	74841061	74841171	rna56141	102636520
exon_600498	chr9	74817270	74817396	rna56141	102636520
exon_601441	chr9	75625732	75626037	rna56194	70082
exon_601442	chr9	75635386	75635717	rna56194	70082
exon_601443	chr9	75637212	75637773	rna56194	70082
exon_601444	chr9	75625948	75626037	rna56195	70082
exon_601445	chr9	75626512	75626591	rna56195	70082
exon_601446	chr9	75635386	75635717	rna56195	70082
exon_601447	chr9	75637212	75637773	rna56195	70082
exon_601550	chr9	76323282	76323578	rna56208	387285
exon_601551	chr9	76259652	76259830	rna56208	387285
exon_601552	chr9	76254461	76254704	rna56208	387285
exon_601553	chr9	76246347	76246462	rna56208	387285
exon_601554	chr9	76236169	76236389	rna56208	387285
exon_601555	chr9	76232900	76233021	rna56208	387285
exon_601556	chr9	76230504	76230726	rna56208	387285
exon_601557	chr9	76225880	76228205	rna56208	387285
exon_601558	chr9	76323282	76323868	rna56209	387285
exon_601559	chr9	76259652	76259830	rna56209	387285
exon_601560	chr9	76254461	76254704	rna56209	387285
exon_601561	chr9	76246347	76246462	rna56209	387285
exon_601562	chr9	76236169	76236389	rna56209	387285
exon_601563	chr9	76232900	76233021	rna56209	387285
exon_601564	chr9	76226487	76230726	rna56209	387285
exon_602054	chr9	78051958	78052040	rna56265	14531
exon_602055	chr9	78053812	78053991	rna56265	14531
exon_602056	chr9	78059576	78059828	rna56265	14531
exon_602057	chr9	78061348	78061460	rna56265	14531
exon_602058	chr9	78062411	78062539	rna56265	14531
exon_602059	chr9	78064349	78065624	rna56265	14531
exon_602163	chr9	78257129	78257203	rna56276	100042295
exon_602164	chr9	78258690	78258798	rna56276	100042295
exon_602165	chr9	78261556	78261607	rna56276	100042295
exon_602166	chr9	78262402	78262534	rna56276	100042295
exon_602167	chr9	78265968	78266109	rna56276	100042295
exon_602168	chr9	78268010	78268141	rna56276	100042295
exon_602169	chr9	78268936	78269166	rna56276	100042295
exon_603744	chr9	83896875	83897222	rna56420	105243473
exon_603745	chr9	83895930	83896076	rna56420	105243473
exon_603746	chr9	83885032	83885217	rna56420	105243473
exon_603747	chr9	83880883	83884939	rna56420	105243473
exon_603748	chr9	83896875	83897219	rna56421	105243473
exon_603749	chr9	83895930	83896076	rna56421	105243473
exon_603750	chr9	83885032	83885291	rna56421	105243473
exon_603751	chr9	83880883	83884939	rna56421	105243473
exon_603920	chr9	85842752	85842955	rna56438	442799
exon_603921	chr9	85820490	85823125	rna56438	442799
exon_603922	chr9	85842752	85842831	rna56439	442799
exon_603923	chr9	85831746	85831817	rna56439	442799
exon_603924	chr9	85820490	85823125	rna56439	442799
exon_603925	chr9	85842665	85842717	rna56440	442799
exon_603926	chr9	85831746	85831817	rna56440	442799
exon_603927	chr9	85820490	85823125	rna56440	442799
exon_605284	chr9	88327609	88328030	rna56520	23959
exon_605285	chr9	88352263	88352485	rna56520	23959
exon_605286	chr9	88355587	88355775	rna56520	23959
exon_605287	chr9	88363436	88363633	rna56520	23959
exon_605288	chr9	88364668	88364822	rna56520	23959
exon_605289	chr9	88366362	88366467	rna56520	23959
exon_605290	chr9	88367231	88367380	rna56520	23959
exon_605291	chr9	88369046	88369246	rna56520	23959
exon_605292	chr9	88370154	88372089	rna56520	23959
exon_605468	chr9	88599216	88599243	rna56537	320692
exon_605469	chr9	88599045	88599099	rna56537	320692
exon_605470	chr9	88598881	88598955	rna56537	320692
exon_605471	chr9	88598469	88598564	rna56537	320692
exon_605472	chr9	88595325	88598247	rna56537	320692
exon_605474	chr9	88599465	88599886	rna56538	105245025
exon_605475	chr9	88604433	88604528	rna56538	105245025
exon_605476	chr9	88611824	88611855	rna56538	105245025
exon_605477	chr9	88599465	88599886	rna56539	105245025
exon_605478	chr9	88604433	88604528	rna56539	105245025
exon_605479	chr9	88605850	88608097	rna56539	105245025
exon_605706	chr9	89738096	89738877	rna56582	330998
exon_605707	chr9	89723933	89730330	rna56582	330998
exon_605708	chr9	89738075	89738877	rna56583	330998
exon_605709	chr9	89723933	89730330	rna56583	330998
exon_605710	chr9	89738083	89738475	rna56584	330998
exon_605711	chr9	89728249	89730330	rna56584	330998
exon_605715	chr9	89826519	89827237	rna56588	74700
exon_605716	chr9	89830392	89830596	rna56588	74700
exon_605717	chr9	89833574	89833694	rna56588	74700
exon_605718	chr9	89856404	89856513	rna56588	74700
exon_605719	chr9	89858389	89858464	rna56588	74700
exon_605720	chr9	89863809	89864028	rna56588	74700
exon_606559	chr9	94584811	94592562	rna56699	105243502
exon_606560	chr9	94592802	94593024	rna56699	105243502
exon_606561	chr9	94603493	94606446	rna56699	105243502
exon_606562	chr9	94584811	94592562	rna56700	105243502
exon_606563	chr9	94592802	94595047	rna56700	105243502
exon_606564	chr9	94584811	94590051	rna56701	105243502
exon_606565	chr9	94592333	94592562	rna56701	105243502
exon_606566	chr9	94592802	94595047	rna56701	105243502
exon_606567	chr9	94584811	94587453	rna56702	105243502
exon_606568	chr9	94589988	94592562	rna56702	105243502
exon_606569	chr9	94592802	94595047	rna56702	105243502
exon_606570	chr9	94584811	94587453	rna56703	105243502
exon_606571	chr9	94589988	94590051	rna56703	105243502
exon_606572	chr9	94592333	94592562	rna56703	105243502
exon_606573	chr9	94592802	94595047	rna56703	105243502
exon_608267	chr9	97369504	97369958	rna56856	78911
exon_608268	chr9	97365603	97366300	rna56856	78911
exon_608269	chr9	97362886	97363706	rna56856	78911
exon_608270	chr9	97359093	97359317	rna56856	78911
exon_608271	chr9	97349562	97349825	rna56856	78911
exon_608387	chr9	98601473	98601679	rna56873	64655
exon_608388	chr9	98598135	98598298	rna56873	64655
exon_608389	chr9	98596820	98596984	rna56873	64655
exon_608390	chr9	98594670	98594813	rna56873	64655
exon_608391	chr9	98594073	98594156	rna56873	64655
exon_608392	chr9	98592555	98592700	rna56873	64655
exon_608393	chr9	98590035	98590143	rna56873	64655
exon_608394	chr9	98588730	98588926	rna56873	64655
exon_608437	chr9	98986373	98986512	rna56888	23873
exon_608438	chr9	98990915	98990971	rna56888	23873
exon_608439	chr9	98992101	98992233	rna56888	23873
exon_608440	chr9	98992513	98992741	rna56888	23873
exon_608441	chr9	98998967	98999016	rna56888	23873
exon_608442	chr9	99001555	99002019	rna56888	23873
exon_608443	chr9	98986373	98986512	rna56889	23873
exon_608444	chr9	98992101	98992233	rna56889	23873
exon_608445	chr9	98992513	98992741	rna56889	23873
exon_608446	chr9	98998967	98999016	rna56889	23873
exon_608447	chr9	99001555	99002019	rna56889	23873
exon_608549	chr9	99161051	99161088	rna56895	102636916
exon_608550	chr9	99161716	99161789	rna56895	102636916
exon_608551	chr9	99175835	99176018	rna56895	102636916
exon_608552	chr9	99161057	99161323	rna56896	102636916
exon_608553	chr9	99161716	99161789	rna56896	102636916
exon_608554	chr9	99175835	99176018	rna56896	102636916
exon_608679	chr9	99237094	99237239	rna56903	623459
exon_608680	chr9	99236240	99236357	rna56903	623459
exon_608681	chr9	99234299	99234527	rna56903	623459
exon_608682	chr9	99232448	99232497	rna56903	623459
exon_608683	chr9	99229376	99229617	rna56903	623459
exon_608848	chr9	99436881	99436961	rna56914	17532
exon_608849	chr9	99411393	99411602	rna56914	17532
exon_608850	chr9	99394469	99394622	rna56914	17532
exon_608851	chr9	99392946	99393045	rna56914	17532
exon_608852	chr9	99389733	99389812	rna56914	17532
exon_608853	chr9	99385420	99388504	rna56914	17532
exon_608854	chr9	99436310	99436712	rna56915	17532
exon_608855	chr9	99411393	99411602	rna56915	17532
exon_608856	chr9	99394469	99394622	rna56915	17532
exon_608857	chr9	99392946	99393045	rna56915	17532
exon_608858	chr9	99389733	99389812	rna56915	17532
exon_608859	chr9	99385420	99388504	rna56915	17532
exon_609221	chr9	100196744	100196919	rna56951	102637419
exon_609222	chr9	100196453	100196533	rna56951	102637419
exon_609223	chr9	100173600	100173663	rna56951	102637419
exon_609224	chr9	100173148	100173521	rna56951	102637419
exon_609225	chr9	100196744	100196919	rna56952	102637419
exon_609226	chr9	100196152	100196533	rna56952	102637419
exon_609227	chr9	100173600	100173663	rna56952	102637419
exon_609228	chr9	100173148	100173521	rna56952	102637419
exon_609229	chr9	100196744	100196919	rna56953	102637419
exon_609230	chr9	100196119	100196533	rna56953	102637419
exon_609231	chr9	100323288	100323517	rna56954	102637539
exon_609232	chr9	100321797	100321923	rna56954	102637539
exon_609233	chr9	100293191	100293276	rna56954	102637539
exon_609234	chr9	100292179	100292274	rna56954	102637539
exon_609235	chr9	100272413	100272501	rna56954	102637539
exon_609236	chr9	100271212	100271422	rna56954	102637539
exon_609237	chr9	100309694	100309872	rna56955	102637539
exon_609238	chr9	100293191	100293276	rna56955	102637539
exon_609239	chr9	100292179	100292274	rna56955	102637539
exon_609240	chr9	100272413	100272501	rna56955	102637539
exon_609241	chr9	100271212	100271422	rna56955	102637539
exon_609264	chr9	100545547	100545988	rna56961	17973
exon_609265	chr9	100508429	100508672	rna56961	17973
exon_609266	chr9	100497258	100497970	rna56961	17973
exon_609267	chr9	100494981	100495671	rna56961	17973
exon_609268	chr9	100506726	100507056	rna56962	17973
exon_609269	chr9	100497258	100497970	rna56962	17973
exon_609270	chr9	100494981	100495671	rna56962	17973
exon_609271	chr9	100545995	100546053	rna56963	17973
exon_609272	chr9	100508429	100508672	rna56963	17973
exon_609273	chr9	100497258	100497970	rna56963	17973
exon_609274	chr9	100495003	100495671	rna56963	17973
exon_609661	chr9	101984216	101994590	rna56986	102633518
exon_609662	chr9	101996893	101997549	rna56986	102633518
exon_609663	chr9	101984216	101991959	rna56987	102633518
exon_609664	chr9	101994526	101994590	rna56987	102633518
exon_609665	chr9	101996667	101996773	rna56987	102633518
exon_609666	chr9	102211762	102212510	rna56988	102633398
exon_609667	chr9	102231098	102231191	rna56988	102633398
exon_609668	chr9	102232609	102233318	rna56988	102633398
exon_609669	chr9	102229835	102231191	rna56989	102633398
exon_609670	chr9	102232609	102232785	rna56989	102633398
exon_609671	chr9	102234998	102236746	rna56989	102633398
exon_609981	chr9	102626296	102626346	rna57015	69010
exon_609982	chr9	102629763	102629888	rna57015	69010
exon_609983	chr9	102634014	102634244	rna57015	69010
exon_609984	chr9	102626329	102626687	rna57016	69010
exon_609985	chr9	102629763	102629888	rna57016	69010
exon_609986	chr9	102634014	102634244	rna57016	69010
exon_609987	chr9	102626741	102626918	rna57017	69010
exon_609988	chr9	102629763	102629888	rna57017	69010
exon_609989	chr9	102634014	102634244	rna57017	69010
exon_610811	chr9	104355987	104356026	rna57100	102636046
exon_610812	chr9	104382323	104382450	rna57100	102636046
exon_610813	chr9	104384862	104385032	rna57100	102636046
exon_610814	chr9	104361832	104361942	rna57101	102636046
exon_610815	chr9	104382323	104382450	rna57101	102636046
exon_610816	chr9	104384862	104385032	rna57101	102636046
exon_611636	chr9	106203108	106203284	rna57173	23999
exon_611637	chr9	106206889	106206966	rna57173	23999
exon_611638	chr9	106211719	106211897	rna57173	23999
exon_611639	chr9	106212256	106212351	rna57173	23999
exon_611640	chr9	106212732	106212836	rna57173	23999
exon_611641	chr9	106212938	106213063	rna57173	23999
exon_611642	chr9	106214101	106214251	rna57173	23999
exon_611643	chr9	106214356	106214477	rna57173	23999
exon_611644	chr9	106214828	106215387	rna57173	23999
exon_612080	chr9	106626325	106626384	rna57237	105243524
exon_612081	chr9	106609457	106609574	rna57237	105243524
exon_612082	chr9	106577639	106577944	rna57237	105243524
exon_612083	chr9	106623707	106624117	rna57238	105243524
exon_612084	chr9	106609457	106609574	rna57238	105243524
exon_612085	chr9	106577639	106577944	rna57238	105243524
exon_613183	chr9	107430401	107431095	rna57301	105243527
exon_613184	chr9	107429538	107429610	rna57301	105243527
exon_613185	chr9	107428130	107428202	rna57301	105243527
exon_613186	chr9	107427596	107427732	rna57301	105243527
exon_613187	chr9	107423857	107426554	rna57301	105243527
exon_615328	chr9	108306205	108306553	rna57462	11848
exon_615329	chr9	108315308	108315382	rna57462	11848
exon_615330	chr9	108327584	108327741	rna57462	11848
exon_615331	chr9	108330871	108330991	rna57462	11848
exon_615332	chr9	108335051	108335181	rna57462	11848
exon_615333	chr9	108336648	108337939	rna57462	11848
exon_615334	chr9	108306849	108307076	rna57463	11848
exon_615335	chr9	108315308	108315382	rna57463	11848
exon_615336	chr9	108327584	108327741	rna57463	11848
exon_615337	chr9	108330871	108330991	rna57463	11848
exon_615338	chr9	108335051	108335181	rna57463	11848
exon_615339	chr9	108336648	108337935	rna57463	11848
exon_618159	chr9	109625939	109626059	rna57647	382106
exon_618160	chr9	109625143	109625180	rna57647	382106
exon_618161	chr9	109624785	109624948	rna57647	382106
exon_618162	chr9	109623515	109623633	rna57647	382106
exon_618163	chr9	109609885	109610094	rna57647	382106
exon_618164	chr9	109608038	109608196	rna57647	382106
exon_618165	chr9	109606972	109607182	rna57647	382106
exon_618166	chr9	109605361	109605539	rna57647	382106
exon_618167	chr9	109604946	109605070	rna57647	382106
exon_618168	chr9	109601116	109601279	rna57647	382106
exon_619025	chr9	110243783	110245694	rna57713	29873
exon_619026	chr9	110246295	110247390	rna57713	29873
exon_619027	chr9	110250959	110251147	rna57713	29873
exon_619028	chr9	110256145	110256301	rna57713	29873
exon_619029	chr9	110262060	110262576	rna57713	29873
exon_619030	chr9	110243783	110245694	rna57714	29873
exon_619031	chr9	110246295	110247390	rna57714	29873
exon_619032	chr9	110250959	110251147	rna57714	29873
exon_619033	chr9	110256145	110256220	rna57714	29873
exon_619034	chr9	110262060	110262576	rna57714	29873
exon_620341	chr9	111057381	111057518	rna57815	54199
exon_620342	chr9	111056766	111056882	rna57815	54199
exon_620343	chr9	111054834	111056439	rna57815	54199
exon_620344	chr9	111056766	111057270	rna57816	54199
exon_620345	chr9	111054834	111056439	rna57816	54199
exon_620346	chr9	111057205	111057244	rna57817	54199
exon_620347	chr9	111056766	111056882	rna57817	54199
exon_620348	chr9	111054834	111056439	rna57817	54199
exon_622435	chr9	113199474	113199620	rna57958	105243544
exon_622436	chr9	113188225	113188340	rna57958	105243544
exon_622437	chr9	113174092	113175251	rna57958	105243544
exon_622438	chr9	113189789	113189819	rna57959	105243544
exon_622439	chr9	113188225	113188340	rna57959	105243544
exon_622440	chr9	113174092	113175251	rna57959	105243544
exon_622478	chr9	113468472	113468613	rna57971	102640494
exon_622479	chr9	113462682	113462779	rna57971	102640494
exon_622480	chr9	113460438	113460527	rna57971	102640494
exon_622481	chr9	113459084	113459235	rna57971	102640494
exon_622482	chr9	113458799	113458885	rna57971	102640494
exon_622579	chr9	113719250	113719445	rna57982	102642652
exon_622580	chr9	113720919	113721047	rna57982	102642652
exon_622581	chr9	113726954	113727056	rna57982	102642652
exon_622582	chr9	113727615	113727708	rna57982	102642652
exon_622583	chr9	113727816	113727831	rna57982	102642652
exon_623757	chr9	114057354	114057644	rna58030	382111
exon_623758	chr9	114063956	114064133	rna58030	382111
exon_623759	chr9	114068757	114068875	rna58030	382111
exon_623760	chr9	114082421	114082609	rna58030	382111
exon_623761	chr9	114095637	114098733	rna58030	382111
exon_623923	chr9	114364574	114364627	rna58040	75100
exon_623924	chr9	114363752	114363808	rna58040	75100
exon_623925	chr9	114362161	114362287	rna58040	75100
exon_623926	chr9	114355823	114355992	rna58040	75100
exon_623927	chr9	114349730	114349934	rna58040	75100
exon_623928	chr9	114341111	114341433	rna58040	75100
exon_623993	chr9	114496498	114496544	rna58049	12773
exon_623994	chr9	114490316	114493055	rna58049	12773
exon_623995	chr9	114504809	114505473	rna58050	12773
exon_623996	chr9	114501809	114501883	rna58050	12773
exon_623997	chr9	114491622	114493055	rna58050	12773
exon_623998	chr9	114504809	114505473	rna58051	12773
exon_623999	chr9	114501809	114501883	rna58051	12773
exon_624000	chr9	114496498	114496636	rna58051	12773
exon_624001	chr9	114495938	114496068	rna58051	12773
exon_624002	chr9	114491622	114493055	rna58051	12773
exon_624003	chr9	114500642	114500835	rna58052	12773
exon_624004	chr9	114491622	114493055	rna58052	12773
exon_624005	chr9	114495934	114496182	rna58053	12773
exon_624006	chr9	114491622	114493055	rna58053	12773
exon_624095	chr9	114688831	114689027	rna58060	235661
exon_624096	chr9	114689209	114689282	rna58060	235661
exon_624097	chr9	114705054	114705170	rna58060	235661
exon_624098	chr9	114706007	114706237	rna58060	235661
exon_624099	chr9	114709145	114709314	rna58060	235661
exon_624100	chr9	114713510	114713603	rna58060	235661
exon_624101	chr9	114715094	114715229	rna58060	235661
exon_624102	chr9	114715600	114715711	rna58060	235661
exon_624103	chr9	114717863	114717922	rna58060	235661
exon_624104	chr9	114719858	114719902	rna58060	235661
exon_624105	chr9	114720549	114720669	rna58060	235661
exon_624106	chr9	114721705	114721857	rna58060	235661
exon_624107	chr9	114723253	114723788	rna58060	235661
exon_624108	chr9	114731157	114731373	rna58061	67213
exon_624109	chr9	114740059	114740157	rna58061	67213
exon_624110	chr9	114746439	114749347	rna58061	67213
exon_624111	chr9	114731203	114731373	rna58062	67213
exon_624112	chr9	114737183	114737359	rna58062	67213
exon_624113	chr9	114740059	114740157	rna58062	67213
exon_624114	chr9	114746439	114749343	rna58062	67213
exon_624124	chr9	114818890	114819018	rna58065	70031
exon_624125	chr9	114796041	114796214	rna58065	70031
exon_624126	chr9	114790638	114790754	rna58065	70031
exon_624127	chr9	114789343	114789745	rna58065	70031
exon_624128	chr9	114843781	114844152	rna58066	70031
exon_624129	chr9	114796041	114796214	rna58066	70031
exon_624130	chr9	114790638	114790754	rna58066	70031
exon_624131	chr9	114789345	114789745	rna58066	70031
exon_624439	chr9	116175644	116175736	rna58112	105245082
exon_624440	chr9	116175911	116176019	rna58112	105245082
exon_624441	chr9	116176711	116177598	rna58112	105245082
exon_624442	chr9	116175645	116175736	rna58113	105245082
exon_624443	chr9	116175914	116176019	rna58113	105245082
exon_624444	chr9	116176711	116176789	rna58113	105245082
exon_624445	chr9	116177948	116178607	rna58113	105245082
exon_624446	chr9	116175645	116175736	rna58114	105245082
exon_624447	chr9	116175914	116176019	rna58114	105245082
exon_624448	chr9	116177948	116178607	rna58114	105245082
exon_624449	chr9	116175645	116175736	rna58115	105245082
exon_624450	chr9	116175914	116176019	rna58115	105245082
exon_624451	chr9	116176711	116177598	rna58115	105245082
exon_626026	chr9	119231315	119231692	rna58240	109280
exon_626027	chr9	119230572	119230675	rna58240	109280
exon_626028	chr9	119222739	119222953	rna58240	109280
exon_626029	chr9	119222447	119222555	rna58240	109280
exon_626030	chr9	119221121	119221336	rna58240	109280
exon_626031	chr9	119220491	119220923	rna58240	109280
exon_626909	chr9	120023434	120023598	rna58300	22437
exon_626910	chr9	120016426	120019819	rna58300	22437
exon_626911	chr9	120013755	120016034	rna58300	22437
exon_626912	chr9	120023434	120023597	rna58301	22437
exon_626913	chr9	120016426	120019816	rna58301	22437
exon_626914	chr9	120015944	120016034	rna58301	22437
exon_627114	chr9	120502722	120502727	gene24596	638068
exon_627115	chr9	120507426	120507585	gene24596	638068
exon_627116	chr9	120507835	120507995	gene24596	638068
exon_627117	chr9	120519552	120519689	gene24596	638068
exon_627118	chr9	120521761	120523161	gene24596	638068
exon_627119	chr9	120539818	120539883	rna58338	215446
exon_627120	chr9	120540652	120540703	rna58338	215446
exon_627121	chr9	120543959	120544086	rna58338	215446
exon_627122	chr9	120554069	120554186	rna58338	215446
exon_627123	chr9	120555645	120555795	rna58338	215446
exon_627124	chr9	120557392	120557551	rna58338	215446
exon_627125	chr9	120558336	120558569	rna58338	215446
exon_627126	chr9	120560481	120560753	rna58338	215446
exon_627127	chr9	120560921	120561031	rna58338	215446
exon_627128	chr9	120561899	120562036	rna58338	215446
exon_627129	chr9	120566306	120568327	rna58338	215446
exon_627171	chr9	120903364	120903576	rna58352	102637748
exon_627172	chr9	120901749	120901860	rna58352	102637748
exon_627173	chr9	120899413	120901162	rna58352	102637748
exon_627174	chr9	120903364	120903576	rna58353	102637748
exon_627175	chr9	120901749	120901970	rna58353	102637748
exon_627176	chr9	120899413	120901162	rna58353	102637748
exon_628268	chr9	121857512	121858357	rna58449	56295
exon_628269	chr9	121852491	121852605	rna58449	56295
exon_628270	chr9	121850188	121850322	rna58449	56295
exon_628271	chr9	121848560	121849689	rna58449	56295
exon_628272	chr9	121857512	121858357	rna58450	56295
exon_628273	chr9	121856721	121856872	rna58450	56295
exon_628274	chr9	121852491	121852609	rna58450	56295
exon_628275	chr9	121850188	121850322	rna58450	56295
exon_628276	chr9	121848560	121849689	rna58450	56295
exon_628277	chr9	121857512	121858000	rna58451	56295
exon_628278	chr9	121852491	121852609	rna58451	56295
exon_628279	chr9	121850188	121850322	rna58451	56295
exon_628280	chr9	121848560	121849689	rna58451	56295
exon_629277	chr9	124282075	124282224	rna58598	105243585
exon_629278	chr9	124271370	124271496	rna58598	105243585
exon_629279	chr9	124271126	124271186	rna58598	105243585
exon_629280	chr9	124268543	124269936	rna58598	105243585
exon_629281	chr9	124267884	124267900	rna58598	105243585
exon_629312	chr9	124433827	124434123	rna58608	671650
exon_629313	chr9	124432624	124433430	rna58608	671650
exon_629314	chr9	124431062	124431286	rna58608	671650
exon_629315	chr9	124430146	124430269	rna58608	671650
exon_629316	chr9	124424105	124428980	rna58608	671650
exon_629406	chr10	3509826	3510340	rna58632	102631785
exon_629407	chr10	3526059	3526171	rna58632	102631785
exon_629408	chr10	3539464	3539627	rna58632	102631785
exon_629409	chr10	3514667	3514970	rna58633	102631785
exon_629410	chr10	3526059	3526171	rna58633	102631785
exon_629411	chr10	3539464	3539627	rna58633	102631785
exon_629444	chr10	3759292	3760159	rna58641	102631968
exon_629445	chr10	3755077	3759106	rna58641	102631968
exon_629446	chr10	3738201	3738318	rna58641	102631968
exon_629447	chr10	3721217	3721526	rna58641	102631968
exon_629448	chr10	3755077	3760159	rna58642	102631968
exon_629449	chr10	3738201	3738318	rna58642	102631968
exon_629450	chr10	3721217	3721526	rna58642	102631968
exon_629451	chr10	3755077	3760159	rna58643	102631968
exon_629452	chr10	3738201	3738318	rna58643	102631968
exon_629453	chr10	3730205	3730491	rna58643	102631968
exon_632565	chr10	5805259	5805465	rna58724	67141
exon_632566	chr10	5801869	5802532	rna58724	67141
exon_632567	chr10	5801152	5801242	rna58724	67141
exon_632568	chr10	5800256	5800435	rna58724	67141
exon_632569	chr10	5799158	5799822	rna58724	67141
exon_632786	chr10	7473254	7473477	rna58758	77777
exon_632787	chr10	7456954	7457208	rna58758	77777
exon_632788	chr10	7456340	7456615	rna58758	77777
exon_632789	chr10	7447381	7447484	rna58758	77777
exon_632790	chr10	7446418	7446552	rna58758	77777
exon_632791	chr10	7444873	7445697	rna58758	77777
exon_632792	chr10	7473254	7473637	rna58759	77777
exon_632793	chr10	7456954	7457208	rna58759	77777
exon_632794	chr10	7456340	7456615	rna58759	77777
exon_632795	chr10	7445620	7445697	rna58759	77777
exon_635831	chr10	15759946	15760073	rna58978	105245110
exon_635832	chr10	15750871	15751084	rna58978	105245110
exon_635833	chr10	15698131	15698583	rna58978	105245110
exon_635834	chr10	15759946	15760073	rna58979	105245110
exon_635835	chr10	15750871	15751084	rna58979	105245110
exon_635836	chr10	15711622	15711788	rna58979	105245110
exon_635839	chr10	15759946	15760073	rna58981	105245110
exon_635840	chr10	15750871	15751022	rna58981	105245110
exon_635841	chr10	15747323	15747549	rna58981	105245110
exon_635842	chr10	15759946	15760073	rna58982	105245110
