"","symbol","chromosome","length","num_transcript"
"120586","OR8I2","chr11",933,1
"120775","OR2D3","chr11",993,1
"120776","OR2D2","chr11",927,1
"120787","OR52W1","chr11",963,1
"120796","OR56A1","chr11",1071,1
"120863","DEPDC4","chr12",1705,3
"120892","LRRK2","chr12",8703,2
"120935","CCDC38","chr12",1733,4
"120939","TMEM52B","chr12",2708,4
"121006","FAM186A","chr12",7739,2
"121053","C12orf45","chr12",622,1
"121129","OR2AP1","chr12",930,1
"121130","OR10P1","chr12",942,1
"121214","SDR9C7","chr12",1765,1
"121227","LRIG3","chr12",3870.5,2
"121256","TMEM132D","chr12",5777,1
"121260","SLC15A4","chr12",2004,4
"121268","RHEBL1","chr12",1228,2
"121273","C12orf54","chr12",757.166666666667,6
"121274","ZNF641","chr12",4113.28571428571,7
"121275","OR10AD1","chr12",1213.5,2
"121278","TPH2","chr12",2338.33333333333,3
"121340","SP7","chr12",2473.66666666667,3
"121355","GTSF1","chr12",746.333333333333,3
"121364","OR10A7","chr12",951,1
"121391","KRT74","chr12",2788,1
"121441","NEDD1","chr12",3748.14285714286,7
"121456","SLC9A7P1","chr12",3306,1
"121457","IKBIP","chr12",2070.66666666667,3
"121504","HIST4H4","chr12",412,1
"121506","ERP27","chr12",1420.66666666667,3
"121512","FGD4","chr12",7472.66666666667,9
"121536","AEBP2","chr12",3693.16666666667,6
"121549","ASCL4","chr12",2260,1
"121551","BTBD11","chr12",4589,3
"121599","SPIC","chr12",1148,5
"121601","ANO4","chr12",3727.5,4
"121642","ALKBH2","chr12",1023.14285714286,7
"121643","FOXN4","chr12",3352,1
"121665","SPPL3","chr12",3549.5,2
"121793","TEX29","chr13",709,1
"121838","LINC00284","chr13",2564,1
"121952","METTL21EP","chr13",2312,1
"122011","CSNK1A1L","chr13",2405,1
"122042","RXFP2","chr13",2767,2
"122046","TEX26","chr13",1327.5,2
"122060","SLAIN1","chr13",2443.14285714286,7
"122402","TDRD9","chr14",4753.75,4
"122416","ANKRD9","chr14",1597.66666666667,3
"122481","AK7","chr14",2656.5,4
"122509","IFI27L1","chr14",700.666666666667,3
"122525","C14orf28","chr14",2355,2
"122553","TRAPPC6B","chr14",3309,2
"122616","C14orf79","chr14",2225,3
"122618","PLD4","chr14",1888.33333333333,3
"122622","ADSSL1","chr14",1778.66666666667,3
"122664","TPPP2","chr14",808.333333333333,3
"122665","RNASE8","chr14",465,1
"122704","MRPL52","chr14",1144.09090909091,11
"122706","PSMB11","chr14",1894,1
"122740","OR4K14","chr14",933,1
"122742","OR4L1","chr14",939,1
"122748","OR11H6","chr14",993,1
"122769","LRR1","chr14",1606.33333333333,6
"122773","KLHDC1","chr14",2691,1
"122786","FRMD6","chr14",4702.5,6
"122809","SOCS4","chr14",6948.5,2
"122830","NAA30","chr14",4475,1
"122876","GPHB5","chr14",543,1
"122945","NOXRED1","chr14",2177.33333333333,3
"122953","JDP2","chr14",3487.125,8
"122961","ISCA2","chr14",1030,2
"122970","ACOT4","chr14",1554,2
"123016","TTC8","chr14",2372,9
"123036","TC2N","chr14",5062.75,4
"123041","SLC24A4","chr14",8258.8,5
"123096","SLC25A29","chr14",2783.72727272727,11
"123099","DEGS2","chr14",1387.5,2
"123103","KLHL33","chr14",2758.5,2
"123169","LEO1","chr15",2098,2
"123207","C15orf40","chr15",1117,8
"123228","SENP8","chr15",1706,6
"123263","MTFMT","chr15",2181,2
"123264","SLC51B","chr15",1039,2
"123283","TARSL2","chr15",2896,4
"123346","HIGD2B","chr15",1117,1
"123355","LRRC28","chr15",1587.625,8
"123591","C15orf27","chr15",2262.5,2
"123606","NIPA1","chr15",6475.5,2
"123624","AGBL1","chr15",3493,1
"123688","HYKK","chr15",1008.33333333333,3
"123720","WHAMM","chr15",3225.16666666667,6
"123722","FSD2","chr15",4792,7
"123745","PLA2G4E","chr15",4779,1
"123775","C16orf46","chr16",1753.25,4
"123803","NTAN1","chr16",1128.33333333333,3
"123811","FOPNL","chr16",2188,2
"123872","DNAAF1","chr16",2255.66666666667,3
"123876","ACSM2A","chr16",3176,3
"123879","DCUN1D3","chr16",2868,1
"123904","NRN1L","chr16",633,1
"123920","CMTM3","chr16",2144,6
"123970","C16orf78","chr16",973,1
"124044","SPATA2L","chr16",2410,2
"124045","SPATA33","chr16",1446.125,8
"124056","NOXO1","chr16",1617.2,5
"124093","CCDC78","chr16",1678,12
"124149","ANKRD26P1","chr16",6123,1
"124152","IQCK","chr16",2691.66666666667,3
"124220","ZG16B","chr16",828,1
"124221","PRSS30P","chr16",2963,1
"124222","PAQR4","chr16",2566,5
"124245","ZC3H18","chr16",3763,2
"124274","GPR139","chr16",1313,2
"124359","CDYL2","chr16",2236,1
"124401","ANKS3","chr16",2220.83333333333,6
"124402","UBALD1","chr16",1413,1
"124404","SEPT12","chr16",1447.25,4
"124411","ZNF720","chr16",3393.5,2
"124446","TMEM219","chr16",1212.5,4
"124454","EARS2","chr16",3188,3
"124460","SNX20","chr16",2352,3
"124491","TMEM170A","chr16",1081.33333333333,3
"124512","METTL23","chr17",947.875,16
"124535","HSF5","chr17",4107,1
"124538","OR4D2","chr17",924,1
"124540","MSI2","chr17",3732.42857142857,7
"124565","SLC38A10","chr17",4027,3
"124583","CANT1","chr17",3518.22222222222,9
"124590","USH1G","chr17",3538.5,2
"124599","CD300LB","chr17",1581.66666666667,3
"124602","KIF19","chr17",3603,3
"124626","ZPBP2","chr17",1794.33333333333,3
"124637","CYB5D1","chr17",3684,2
"124641","OVCA2","chr17",1076,1
"124739","USP43","chr17",4157.5,2
"124751","KRBA2","chr17",2585.2,5
"124773","C17orf64","chr17",1030.8,5
"124783","SPATA32","chr17",1910.33333333333,3
"124790","HEXIM2","chr17",1649.88888888889,9
"124801","LSM12","chr17",2484,1
"124808","CCDC43","chr17",2108.5,2
"124817","CNTD1","chr17",2387.33333333333,6
"124842","TMEM132E","chr17",4196,2
"124857","WFIKKN2","chr17",3754,1
"124871","FLJ40194","chr17",722,1
"124872","B4GALNT2","chr17",1882,3
"124912","SPACA3","chr17",819,1
"124923","SGK494","chr17",3852.5,2
"124925","SEZ6","chr17",4228,2
"124930","ANKRD13B","chr17",3119.33333333333,3
"124935","SLC43A2","chr17",8275,6
"124936","CYB5D2","chr17",1384.33333333333,6
"124944","C17orf49","chr17",866.333333333333,3
"124961","ZFP3","chr17",4995,1
"124975","GGT6","chr17",2374.2,5
"124976","SPNS2","chr17",3382,3
"124989","EFCAB13","chr17",3740.5,2
"124995","MRPL10","chr17",1831.33333333333,3
"124997","WDR81","chr17",4524,5
"125050","RN7SK","chr6",332,1
"125058","TBC1D16","chr17",7636.33333333333,9
"125061","AFMID","chr17",1277.375,8
"125111","GJD3","chr17",4042,1
"125113","KRT222","chr17",1735,1
"125144","125144",NA,NA,NA
"125150","ZSWIM7","chr17",1943,2
"125170","MIEF2","chr17",2517.66666666667,3
"125206","SLC5A10","chr17",2108.25,8
"125228","FAM210A","chr18",3436,3
"125336","LOXHD1","chr18",4599.66666666667,12
"125476","INO80C","chr18",1479.2,5
"125488","TTC39C","chr18",3033.8,5
"125704","FAM69C","chr18",1970,2
"125875","CLDND2","chr19",772.5,2
"125893","ZNF816","chr19",2649.66666666667,3
"125919","ZNF543","chr19",3671,1
"125931","CEACAM20","chr19",1651.5,4
"125950","RAVER1","chr19",3593,1
"125958","OR7D4","chr19",1022,1
"125962","OR7G1","chr19",936,1
"125963","OR1M1","chr19",942,1
"125965","COX6B2","chr19",1663,1
"125972","CALR3","chr19",1292,1
"125981","ACER1","chr19",1088,1
"125988","C19orf70","chr19",900,1
"126003","TRAPPC5","chr19",785.333333333333,3
"126006","PCP2","chr19",755.333333333333,3
"126014","OSCAR","chr19",1787,6
"126017","ZNF813","chr19",3555,2
"126068","ZNF441","chr19",4448,1
"126069","ZNF491","chr19",2451,3
"126070","ZNF440","chr19",3397.33333333333,3
"126074","SWSAP1","chr19",1662,1
"126075","CCDC159","chr19",1248.25,8
"126119","JOSD2","chr19",911,5
"126129","CPT1C","chr19",2753.2,10
"126133","ALDH16A1","chr19",3029.5,2
"126147","NTN5","chr19",2056,2
"126205","NLRP8","chr19",3512,2
"126206","NLRP5","chr19",3885,1
"126208","ZNF787","chr19",1925,1
"126231","ZNF573","chr19",2319.2,5
"126248","WDR88","chr19",1923,3
"126259","TMIGD2","chr19",1181,3
"126272","EID2B","chr19",1865,1
"126282","TNFAIP8L1","chr19",2971.33333333333,3
"126295","ZNF57","chr19",2003,1
"126298","IRGQ","chr19",4659.66666666667,3
"126299","ZNF428","chr19",1503.5,2
"126306","JSRP1","chr19",1145,1
"126308","MOB3A","chr19",3331,1
"126321","MFSD12","chr19",1905.4,5
"126326","GIPC3","chr19",4329.5,2
"126328","NDUFA11","chr19",1453,3
"126353","MISP","chr19",2949.5,2
"126364","LRRC25","chr19",2173,2
"126370","OR1I1","chr19",1068,1
"126375","ZNF792","chr19",4009.5,2
"126382","NR2C2AP","chr19",1116,2
"126393","HSPB6","chr19",1460,1
"126402","CCDC105","chr19",1751,1
"126410","CYP4F22","chr19",2609,1
"126432","RINL","chr19",2513.5,4
"126433","FBXO27","chr19",1978,2
"126520","PLK5","chr19",1933,1
"126526","C19orf47","chr19",1988.83333333333,6
"126536","LINC00661","chr19",3342,1
"126541","OR10H4","chr19",951,1
"126549","ANKLE1","chr19",3084.6,5
"126567","C2CD4C","chr19",2809,2
"126626","GABPB2","chr1",1943.5,10
"126637","TCHHL1","chr1",3603,1
"126638","RPTN","chr1",3569,1
"126661","CCDC163P","chr1",2098,3
"126668","TDRD10","chr1",1940.2,5
"126669","SHE","chr1",4798.33333333333,3
"126695","126695",NA,NA,NA
"126731","CCSAP","chr1",5121,1
"126767","AADACL3","chr1",3976.66666666667,3
"126789","PUSL1","chr1",1163.4,5
"126792","B3GALT6","chr1",2793,1
"126820","WDR63","chr1",2656.5,4
"126823","KLHDC9","chr1",1213,4
"126859","AXDND1","chr1",3408.14285714286,7
"126868","MAB21L3","chr1",2187.5,2
"126917","IFFO2","chr1",5835,1
"126969","SLC44A3","chr1",2269.9,10
"127002","ATXN7L2","chr1",2448,3
"127003","C1orf194","chr1",716.4,5
"127018","LYPLAL1","chr1",1900.66666666667,6
"127059","OR2M5","chr1",939,1
"127062","OR2M3","chr1",939,1
"127066","OR14C36","chr1",939,1
"127068","OR2T34","chr1",957,1
"127069","OR2T10","chr1",939,1
"127074","OR2T4","chr1",1047,1
"127077","OR2T11","chr1",951,1
"127247","ASB17","chr1",987,4
"127253","TYW3","chr1",2902,4
"127254","127254",NA,NA,NA
"127255","LRRIQ3","chr1",1909.28571428571,7
"127262","TPRG1L","chr1",2428,1
"127281","FAM213B","chr1",2732.11111111111,9
"127294","MYOM3","chr1",5800,1
"127343","DMBX1","chr1",2887.66666666667,3
"127385","OR10J5","chr1",930,1
"127391","TMCO2","chr1",741,1
"127396","ZNF684","chr1",2097,1
"127428","TCEANC2","chr1",4097,1
"127435","PODN","chr1",3118.6,5
"127495","LRRC39","chr1",1923.4,5
"127534","GJB4","chr1",2840,1
"127540","HMGB4","chr1",1485.5,2
"127544","RNF19B","chr1",2564.33333333333,6
"127550","A3GALT2","chr1",1023,1
"127579","DCST2","chr1",2484,2
"127602","DNAH14","chr1",7722,4
"127623","OR2B11","chr1",954,1
"127665","ZNF648","chr1",3649,1
"127670","TEDDM1","chr1",2500,1
"127687","C1orf122","chr1",1251.5,2
"127700","OSCP1","chr1",1154.66666666667,6
"127703","C1orf216","chr1",2934,1
"127707","KLHDC7A","chr1",5070,1
"127731","VWA5B1","chr1",4175.5,2
"127733","UBXN10","chr1",4610,2
"127795","C1orf87","chr1",2028,1
"127829","ARL8A","chr1",1761,2
"127833","SYT2","chr1",7609,2
"127841","LINC00628","chr1",1290,1
"127845","GOLT1A","chr1",883,1
"127933","UHMK1","chr1",8391.66666666667,3
"127943","FCRLB","chr1",1716.8,5
"128025","WDR64","chr1",4144.5,2
"128061","C1orf131","chr1",1438,2
"128077","LIX1L","chr1",3992,1
"128102","HSD3BP4","chr1",8697,1
"128153","SPATA17","chr1",1325.33333333333,3
"128178","EDARADD","chr1",2831.5,2
"128209","KLF17","chr1",2351.33333333333,3
"128218","TMEM125","chr1",1891,3
"128229","TSACC","chr1",751,1
"128239","IQGAP3","chr1",6052,1
"128240","APOA1BP","chr1",1121,1
"128272","ARHGEF19","chr1",3029,1
"128308","MRPL55","chr1",876,25
"128312","HIST3H2BB","chr1",452,1
"128338","DRAM2","chr1",1944.6,5
"128344","PIFO","chr1",2302,5
"128346","C1orf162","chr1",931.333333333333,3
"128360","OR10T2","chr1",945,1
"128367","OR10X1","chr1",981,1
"128368","OR10Z1","chr1",942,1
"128371","OR6K6","chr1",1032,1
"128372","OR6N1","chr1",939,1
"128387","TATDN3","chr1",2576.4,5
"128408","BHLHE23","chr20",1057,1
"128434","VSTM2L","chr20",1966,1
"128439","SNHG11","chr20",1087,1
"128486","FITM2","chr20",958,1
"128488","WFDC12","chr20",774,1
"128497","SPATA25","chr20",790.5,2
"128506","OCSTAMP","chr20",1958,1
"128553","TSHZ2","chr20",11717.6666666667,3
"128611","ZNF831","chr20",8817.33333333333,6
"128637","TBC1D20","chr20",4074.33333333333,3
"128646","SIRPD","chr20",1324.5,4
"128674","PROKR2","chr20",1766,2
"128710","SLX4IP","chr20",1348.5,2
"128817","CSTL1","chr20",736,1
"128854","TSPY26P","chr20",1215,1
"128861","BPIFA3","chr20",1153,3
"128864","C20orf144","chr20",570,1
"128866","CHMP4B","chr20",1647,1
"128869","PIGU","chr20",1832,1
"128872","HMGB3P1","chr20",888,1
"128876","FAM83C","chr20",3166,1
"128954","GAB4","chr22",2630,1
"128977","C22orf39","chr22",1761,2
"128989","TANGO2","chr22",2066.28,25
"129025","ZNF280A","chr22",2148,1
"129049","SGSM1","chr22",6002,4
"129080","EMID1","chr22",1886.8,10
"129138","ANKRD54","chr22",2124.16666666667,6
"129285","PPP1R21","chr2",3146,4
"129293","TRABD2A","chr2",1760.2,5
"129303","TMEM150A","chr2",1586.4,5
"129401","NUP35","chr2",1613,7
"129446","XIRP2","chr2",7780,6
"129450","TYW5","chr2",5259.6,5
"129530","LYG1","chr2",1013.75,4
"129531","MITD1","chr2",975,2
"129563","DIS3L2","chr2",2911,5
"129607","CMPK2","chr2",2207.5,4
"129642","MBOAT2","chr2",2281,3
"129684","CNTNAP5","chr2",8287.5,2
"129685","TAF8","chr6",2095.66666666667,3
"129787","TMEM18","chr2",2124,1
"129790","C7orf13","chr7",2289,1
"129804","FBLN7","chr2",1987,4
"129807","NEU4","chr2",2260.6,5
"129831","RBM45","chr2",1723.66666666667,3
"129852","C2orf73","chr2",958.375,8
"129868","TRIM43","chr2",1596,2
"129880","BBS5","chr2",3157,1
"129881","CCDC173","chr2",2169,1
"130013","ACMSD","chr2",1259.83333333333,6
"130026","ICA1L","chr2",6392.25,4
"130074","FAM168B","chr2",5290.16666666667,6
"130075","OR9A4","chr7",945,1
"130106","CIB4","chr2",745,1
"130120","REG3G","chr2",906.75,4
"130132","RFTN2","chr2",3184,2
"130162","CLHC1","chr2",2514.1,10
"130271","PLEKHH2","chr2",4685.66666666667,6
"130340","AP1S3","chr2",4002,1
"130355","C2orf76","chr2",1046.25,4
"130367","SGPP2","chr2",2966.5,2
"130399","ACVR1C","chr2",8669.5,4
"130497","OSR1","chr2",1851.5,2
"130502","TTC32","chr2",822,1
"130507","UBR3","chr2",7933.71428571429,7
"130535","KCTD18","chr2",2763,2
"130540","ALS2CR12","chr2",1460,6
"130557","ZNF513","chr2",1934.25,4
"130560","SPATA3","chr2",954,6
"130576","LYPD6B","chr2",1320.28571428571,14
"130589","GALM","chr2",1826.5,2
"130612","TMEM198","chr2",2245.5,2
"130617","ZFAND2B","chr2",1158.4,5
"130733","TMEM178A","chr2",1493.25,4
"130749","CPO","chr2",1209,1
"130752","MDH1B","chr2",2020.6,5
"130813","C2orf50","chr2",856.4,5
"130814","PQLC3","chr2",1778.8,5
"130827","TMEM182","chr2",1606,4
"130872","AHSA2","chr2",3820,4
"130888","FBXO36","chr2",2820,2
"130916","130916",NA,NA,NA
"130940","CCDC148","chr2",2163,7
"130951","M1AP","chr2",2058.625,8
"131034","CPNE4","chr3",3487.25,4
"131076","CCDC58","chr3",728,2
"131096","KCNH8","chr3",4998.8,5
"131118","DNAJC19","chr3",1390.5,6
"131149","OTOL1","chr3",1458,2
"131177","FAM3D","chr3",1199,7
"131368","ZPLD1","chr3",3981.5,2
"131377","KLHL40","chr3",2356,2
"131405","TRIM71","chr3",3138,1
"131408","FAM131A","chr3",2414.6,5
"131450","CD200R1","chr3",1806.83333333333,6
"131474","CHCHD4","chr3",1519,2
"131540","ZDHHC19","chr3",1175.71428571429,7
"131544","CRYBG3","chr3",9663.33333333333,3
"131566","DCBLD2","chr3",6093,1
"131578","LRRC15","chr3",5911.5,2
"131583","FAM43A","chr3",3145,1
"131601","TPRA1","chr3",1897.66666666667,6
"131616","TMEM42","chr3",973,1
"131669","UROC1","chr3",3355,2
"131831","131831",NA,NA,NA
"131870","NUDT16","chr3",4798.5,4
"131873","COL6A6","chr3",8531.5,2
"131890","GRK7","chr3",1746,1
"131909","FAM172BP","chr3",2295,1
"131965","METTL6","chr3",2019.375,8
"132001","TAMM41","chr3",1425.875,8
"132014","IL17RE","chr3",2558.125,8
"132112","RTP1","chr3",2217,1
"132158","GLYCTK","chr3",2496.72727272727,11
"132160","PPM1M","chr3",2063.6,5
"132200","C3orf49","chr3",1289,1
"132228","LSMEM2","chr3",1097.6,5
"132241","RPL32P3","chr3",2079,1
"132243","H1FOO","chr3",996,2
"132299","OCIAD2","chr4",686.2,5
"132320","SCLT1","chr4",2474,3
"132321","C4orf33","chr4",1836,6
"132332","TMEM155","chr4",1731.33333333333,3
"132430","PABPC4L","chr4",4944,1
"132612","ADAD1","chr4",2016.125,8
"132625","ZFP42","chr4",2646,1
"132660","LIN54","chr4",5307.09090909091,11
"132671","SPATA18","chr4",3580.83333333333,6
"132720","C4orf32","chr4",2726,1
"132724","TMPRSS11B","chr4",2645,1
"132789","GNPDA2","chr4",1832.1,10
"132851","SPATA4","chr4",1233,1
"132864","CPEB2","chr4",6030.75,8
"132884","EVC2","chr4",4348.25,4
"132946","ARL9","chr4",802.25,4
"132949","AASDH","chr4",3235.5,10
"132954","PDCL2","chr4",779,2
"132989","C4orf36","chr4",959.25,4
"133015","PACRGL","chr4",1455.09090909091,22
"133022","TRAM1L1","chr4",2027,1
"133060","OTOP1","chr4",1869,1
"133121","ENPP6","chr4",3936,1
"133308","SLC9B2","chr4",2689,9
"133383","SETD9","chr5",1362,4
"133396","IL31RA","chr5",2520.57142857143,7
"133418","EMB","chr5",4309,1
"133482","SLCO6A1","chr5",2628.75,4
"133491","C5orf47","chr5",1367.66666666667,3
"133522","PPARGC1B","chr5",8884.75,4
"133558","MROH2B","chr5",4504,2
"133584","EGFLAM","chr5",3838.2,5
"133619","PRRC1","chr5",4126,3
"133686","NADK2","chr5",3770.2,5
"133688","UGT3A1","chr5",2692.33333333333,6
"133690","CAPSL","chr5",897.75,4
"133746","JMY","chr5",6951.33333333333,3
"133874","C5orf58","chr5",527,2
"133923","ZNF474","chr5",1957,1
"133957","CCDC127","chr5",1438,2
"134083","OR2Y1","chr5",936,1
"134111","UBE2QL1","chr5",4089.5,2
"134145","FAM173B","chr5",2572.42857142857,7
"134147","CMBL","chr5",4047,1
"134187","POU5F2","chr5",1295,1
"134218","DNAJC21","chr5",5247.5,4
"134265","AFAP1L1","chr5",4136.33333333333,3
"134266","GRPEL2","chr5",4105,1
"134285","TMEM171","chr5",1261.75,4
"134288","TMEM174","chr5",1638.66666666667,3
"134353","LSM11","chr5",2561,1
"134359","POC5","chr5",1961,5
"134391","GPR151","chr5",1260,1
"134429","STARD4","chr5",3050.5,4
"134430","WDR36","chr5",6592,1
"134466","ZNF300P1","chr5",2420,1
"134492","NUDCD2","chr5",948,1
"134510","UBLCP1","chr5",2392,1
"134526","ACOT12","chr5",1757.66666666667,3
"134548","SOWAHA","chr5",3457,1
"134549","SHROOM1","chr5",3231.625,8
"134553","C5orf24","chr5",4622.25,4
"134637","ADAT2","chr6",6802,2
"134701","RIPPLY2","chr6",617,2
"134728","IRAK1BP1","chr6",1162.85714285714,7
"134829","CLVS2","chr6",11478,1
"134860","TAAR9","chr6",1049,1
"134864","TAAR1","chr6",1020,1
"134957","STXBP5","chr6",7964.83333333333,6
"135112","NCOA7","chr6",5451,10
"135114","HINT3","chr6",3316,2
"135138","PACRG","chr6",1444.88888888889,9
"135152","B3GAT2","chr6",1820,2
"135154","135154",NA,NA,NA
"135228","CD109","chr6",9342.25,4
"135293","PM20D2","chr6",3593,4
"135295","SRSF12","chr6",3680,2
"135398","C6orf141","chr6",1868.42857142857,7
"135458","HUS1B","chr6",1026,1
"135644","TRIM40","chr6",2001.5,2
"135656","DPCR1","chr6",5286,1
"135892","TRIM50","chr7",2025,3
"135924","OR9A2","chr7",933,1
"135927","C7orf34","chr7",768,1
"135932","TMEM139","chr7",1975.91666666667,12
"135935","NOBOX","chr7",2076,1
"135941","OR2A14","chr7",933,1
"135946","OR6B1","chr7",936,1
"136051","ZNF786","chr7",3268,1
"136227","COL26A1","chr7",3030,2
"136242","PRSS37","chr7",1322.2,5
"136259","KLF14","chr7",1480,1
"136263","SSMEM1","chr7",1094,2
"136288","C7orf57","chr7",1985.2,5
"136306","SVOPL","chr7",1703.33333333333,3
"136319","MTPN","chr7",3884,1
"136332","LRGUK","chr7",2700,1
"136371","ASB10","chr7",1756.5,4
"136541","PRSS58","chr7",918,1
"136647","MPLKIP","chr7",941,1
"136853","136853",NA,NA,NA
"136895","C7orf31","chr7",2599.25,4
"137075","CLDN23","chr8",1952,1
"137209","ZNF572","chr8",3276,1
"137362","GOT1L1","chr8",1354,3
"137392","FAM92A1","chr8",1946.88888888889,9
"137492","VPS37A","chr8",4552.6,5
"137682","NDUFAF6","chr8",1702.85714285714,7
"137695","TMEM68","chr8",2399.5,6
"137735","ABRA","chr8",2754,1
"137797","LYPD2","chr8",534,1
"137814","NKX2-6","chr8",906,1
"137835","TMEM71","chr8",2088.16666666667,6
"137872","ADHFE1","chr8",1895,1
"137886","UBXN2B","chr8",2941.5,4
"137902","PXDNL","chr8",4852.25,4
"137964","AGPAT6","chr8",4811,2
"137970","UNC5D","chr8",8003,2
"137994","LETM2","chr8",2537.5,10
"138009","DCAF4L2","chr8",3326,1
"138046","RALYL","chr8",1778.61538461538,13
"138050","HGSNAT","chr8",4611.8,5
"138065","RNF183","chr9",1250,2
"138151","NACC2","chr9",6899,1
"138162","C9orf116","chr9",699,2
"138199","C9orf41","chr9",2706.25,4
"138240","C9orf57","chr9",1497,1
"138241","C9orf85","chr9",1317,1
"138255","C9orf135","chr9",790,2
"138307","LCN8","chr9",827.666666666667,3
"138311","FAM69B","chr9",1970.5,2
"138428","PTRH1","chr9",939,2
"138429","PIP5KL1","chr9",1691.33333333333,3
"138474","TAF1L","chr9",6216,1
"138639","PTPDC1","chr9",4351.125,8
"138649","ANKRD19P","chr9",2307,1
"138715","ARID3C","chr9",1239,1
"138716","RPP25L","chr9",1000,2
"138724","C9orf131","chr9",3279.8,5
"138802","OR13C8","chr9",963,1
"138803","OR13C3","chr9",1044,1
"138804","OR13C4","chr9",957,1
"138805","OR13F1","chr9",960,1
"138881","OR1L8","chr9",930,1
"138882","OR1N2","chr9",993,1
"138883","OR1N1","chr9",936,1
"138948","DBH-AS1","chr9",2233,1
"139065","SLITRK4","chrX",7269.75,4
"139067","SPANXN3","chrX",594,1
"139081","MAGEC3","chrX",1660,3
"139105","BEND2","chrX",2937.33333333333,3
"139135","PASD1","chrX",3250,1
"139170","DCAF12L1","chrX",3390,1
"139189","DGKK","chrX",3920,1
"139201","MAP2K4P1","chrX",2539,1
"139221","MUM1L1","chrX",4153.75,4
"139231","FAM199X","chrX",7421,2
"139285","AMER1","chrX",5671.5,2
"139322","APOOL","chrX",3697.5,2
"139324","HDX","chrX",5642,6
"139341","FUNDC1","chrX",1170,1
"139378","139378",NA,NA,NA
"139411","PTCHD1","chrX",5291,1
"139420","SMEK3P","chrX",3131,1
"139422","MAGEB10","chrX",1953,1
"139562","OTUD6A","chrX",1689,1
"139596","UPRT","chrX",2253,3
"139599","MAGEE2","chrX",2257,1
"139628","FOXR2","chrX",2789,1
"139716","GAB3","chrX",3609,9
"139735","ZFP92","chrX",3813.5,2
"139760","GPR119","chrX",1193,1
"139804","RBMXL3","chrX",3469,1
"139818","DOCK11","chrX",6615.33333333333,3
"139886","SPIN4","chrX",4112,1
"140032","RPS4Y2","chrY",888,1
"140258","KRTAP13-1","chr21",749,1
"140290","TCP10L","chr21",2697,1
"140432","RNF113B","chr13",1378,1
"140453","MUC17","chr7",14350,1
"140456","ASB11","chrX",2118.5,6
"140458","ASB5","chr4",3164.33333333333,3
"140459","ASB6","chr9",4539.5,4
"140460","ASB7","chr15",3359,2
"140461","ASB8","chr12",2607.5,2
"140462","ASB9","chrX",1725.75,8
"140464","PISRT1","chr3",531,1
"140465","MYL6B","chr12",1032,2
"140467","ZNF358","chr19",1949,2
"140469","MYO3B","chr2",6069.83333333333,6
"140545","RNF32","chr7",1784.25,8
"140564","APOBEC3D","chr22",1477.25,4
"140576","S100A16","chr1",1141.66666666667,3
"140578","CHODL","chr21",2168.16666666667,6
"140597","TCEAL2","chrX",1096,2
"140606","SELM","chr22",691,1
"140609","NEK7","chr1",4134,1
"140612","ZFP28","chr19",3140,2
"140625","ACTRT2","chr1",1422,1
"140628","GATA5","chr20",2587.5,2
"140678","MLLT10P1","chr20",555,1
"140679","SLC32A1","chr20",2574,1
"140680","C20orf96","chr20",1595.25,4
"140685","ZBTB46","chr20",4318.625,8
"140686","WFDC3","chr20",1000,1
"140687","GCNT7","chr20",2064,1
"140688","140688",NA,NA,NA
"140689","CBLN4","chr20",2524.66666666667,3
"140690","CTCFL","chr20",2915.23529411765,17
"140691","TRIM69","chr15",1675.16666666667,6
"140699","MROH8","chr20",2519.66666666667,3
"140700","SAMD10","chr20",2201.66666666667,3
"140701","ABHD16B","chr20",1776,1
"140706","CCM2L","chr20",1996,2
"140707","BRI3BP","chr12",1272,1
"140710","SOGA1","chr20",5873,2
"140711","TLDC2","chr20",2041,1
"140730","RIMS4","chr20",5208.5,2
"140733","MACROD2","chr20",4779.25,4
"140735","DYNLL2","chr17",1522,1
"140738","TMEM37","chr2",1789,3
"140739","UBE2F","chr2",2153,8
"140766","ADAMTS14","chr10",5264.5,2
"140771","SMCR5","chr17",2844,1
"140775","SMCR8","chr17",8310,1
"140803","TRPM6","chr9",7125,5
"140807","KRT72","chr12",1930.66666666667,3
"140809","SRXN1","chr20",2698,1
"140823","ROMO1","chr20",461,1
"140825","NEURL2","chr20",1447,2
"140828","LINC00261","chr20",4912,1
"140831","ZSWIM3","chr20",2788.66666666667,3
"140832","WFDC10A","chr20",482,1
"140834","C20orf62","chr20",700,1
"140838","NANP","chr20",3801,1
"140846","FAM83C-AS1","chr20",368,1
"140849","LINC00266-1","chr20",723,1
"140850","DEFB127","chr20",514,1
"140856","SCP2D1","chr20",667,1
"140862","ISM1","chr20",2592,1
"140873","C20orf173","chr20",1159.2,5
"140876","FAM65C","chr20",3912.6,5
"140883","ZNF280B","chr22",3889,2
"140885","SIRPA","chr20",3803.75,8
"140890","SREK1","chr5",3984.66666666667,9
"140893","RBBP8NL","chr20",2833,1
"140894","CNBD2","chr20",1810,4
"140901","STK35","chr20",6414,1
"140902","R3HDML","chr20",762,1
"140947","140947",NA,NA,NA
"142678","MIB2","chr1",3558.625,16
"142679","DUSP19","chr2",5302.5,2
"142680","SLC34A3","chr9",2148.33333333333,3
